from , to, time
195_262,195_262,36000.0
195_262,262_275,36000.0
195_262,38_195,36000.0
A47,A47,36000.0
242_252,242_252,36000.0
64_112,64_112,36000.0
A99,A99,36000.0
54_178,54_178,36000.0
118_123,118_123,36000.0
118_123,88_128,36000.0
168_230,168_230,36000.0
209_236,209_236,36000.0
181_203,181_203,36000.0
A59,A59,36000.0
A59,59_180,36000.0
130_268,130_268,36000.0
59_180,A59,36000.0
59_180,59_180,36000.0
250_263,250_263,36000.0
A68,A68,36000.0
209_244,209_244,36000.0
17_225,17_225,36000.0
17_225,225_255,36000.0
89_139,89_139,36000.0
89_139,A89,36000.0
167_219,167_219,36000.0
167_219,219_265,36000.0
147_237,147_237,36000.0
147_237,237_267,36000.0
262_275,195_262,36000.0
262_275,262_275,36000.0
262_275,38_195,36000.0
A90,A90,36000.0
A90,90_243,36000.0
80_258,80_258,36000.0
170_226,170_226,36000.0
114_137,114_137,36000.0
175_259,175_259,36000.0
175_259,132_175,36000.0
237_267,147_237,36000.0
237_267,237_267,36000.0
105_205,105_205,36000.0
239_256,239_256,36000.0
239_256,256_277,36000.0
167_200,167_200,36000.0
201_270,201_270,36000.0
201_270,27_201,36000.0
A20,A20,36000.0
A20,20_197,36000.0
A20,20_233,36000.0
A73,A73,36000.0
90_243,A90,36000.0
90_243,90_243,36000.0
7_220,7_220,36000.0
169_186,169_186,36000.0
134_211,134_211,36000.0
134_211,211_266,36000.0
20_197,A20,36000.0
20_197,20_197,36000.0
20_197,20_233,36000.0
55_208,55_208,36000.0
55_208,208_239,36000.0
68_247,68_247,36000.0
68_247,247_273,36000.0
86_130,86_130,36000.0
86_130,130_238,36000.0
247_273,68_247,36000.0
247_273,247_273,36000.0
A58,A58,36000.0
A58,58_278,36000.0
253_261,253_261,36000.0
253_261,191_253,36000.0
A56,A56,36000.0
207_235,207_235,36000.0
32_206,32_206,36000.0
32_206,A32,36000.0
239_264,239_264,36000.0
A32,32_206,36000.0
A32,A32,36000.0
211_266,134_211,36000.0
211_266,211_266,36000.0
A51,A51,36000.0
A89,89_139,36000.0
A89,A89,36000.0
170_271,170_271,36000.0
170_271,146_170,36000.0
216_223,216_223,36000.0
A17,A17,36000.0
182_251,182_251,36000.0
182_251,251_272,36000.0
191_253,253_261,36000.0
191_253,191_253,36000.0
27_201,201_270,36000.0
27_201,27_201,36000.0
137_245,137_245,36000.0
A12,A12,36000.0
91_269,91_269,36000.0
A97,A97,36000.0
225_248,225_248,36000.0
215_257,215_257,36000.0
215_257,192_215,36000.0
130_238,86_130,36000.0
130_238,130_238,36000.0
91_274,91_274,36000.0
91_274,A91,36000.0
20_233,A20,36000.0
20_233,20_197,36000.0
20_233,20_233,36000.0
145_260,145_260,36000.0
120_204,120_204,36000.0
A91,91_274,36000.0
A91,A91,36000.0
219_265,167_219,36000.0
219_265,219_265,36000.0
A30,A30,36000.0
126_187,126_187,36000.0
88_128,118_123,36000.0
88_128,88_128,36000.0
44_189,44_189,36000.0
44_189,189_276,36000.0
A44,A44,36000.0
A44,44_179,36000.0
126_217,126_217,36000.0
126_217,217_279,36000.0
110_147,110_147,36000.0
146_170,170_271,36000.0
146_170,146_170,36000.0
58_278,A58,36000.0
58_278,58_278,36000.0
215_241,215_241,36000.0
43_151,43_151,36000.0
96_227,96_227,36000.0
38_195,195_262,36000.0
38_195,262_275,36000.0
38_195,38_195,36000.0
154_249,154_249,36000.0
44_179,A44,36000.0
44_179,44_179,36000.0
126_232,126_232,36000.0
132_175,175_259,36000.0
132_175,132_175,36000.0
215_234,215_234,36000.0
225_255,17_225,36000.0
225_255,225_255,36000.0
196_216,196_216,36000.0
256_277,239_256,36000.0
256_277,256_277,36000.0
A60,A60,36000.0
114_122,114_122,36000.0
208_239,55_208,36000.0
208_239,208_239,36000.0
251_272,182_251,36000.0
251_272,251_272,36000.0
3_145,3_145,36000.0
189_276,44_189,36000.0
189_276,189_276,36000.0
192_215,215_257,36000.0
192_215,192_215,36000.0
217_279,126_217,36000.0
217_279,217_279,36000.0
