from , to, time
A1,A1,18000.0
A1,1_183,18000.0
12_105,12_105,18000.0
12_105,12_184,18000.0
12_105,12_179,18000.0
12_105,A12,18000.0
95_146,95_146,18000.0
95_146,A95,18000.0
A62,A62,18000.0
151_188,151_188,18000.0
151_188,42_126,18000.0
151_188,A42,18000.0
151_188,126_151,18000.0
A56,A56,18000.0
A49,A49,18000.0
A49,0_115,18000.0
A49,49_167,18000.0
A49,115_164,18000.0
87_147,87_147,18000.0
87_147,A87,18000.0
143_175,143_175,18000.0
143_175,143_154,18000.0
143_175,68_143,18000.0
108_118,108_118,18000.0
108_118,118_170,18000.0
A92,A92,18000.0
A92,92_148,18000.0
53_107,53_107,18000.0
53_107,A53,18000.0
53_107,53_116,18000.0
53_107,107_114,18000.0
A45,A45,18000.0
A45,45_102,18000.0
A45,102_178,18000.0
A40,A40,18000.0
A20,A20,18000.0
A85,A85,18000.0
A59,A59,18000.0
A59,59_176,18000.0
12_184,12_105,18000.0
12_184,12_184,18000.0
12_184,12_179,18000.0
12_184,A12,18000.0
A17,A17,18000.0
A17,169_171,18000.0
A17,17_169,18000.0
77_153,77_153,18000.0
77_153,A77,18000.0
A51,A51,18000.0
A51,51_111,18000.0
A51,111_174,18000.0
A18,A18,18000.0
143_154,143_175,18000.0
143_154,143_154,18000.0
143_154,68_143,18000.0
169_171,A17,18000.0
169_171,169_171,18000.0
169_171,17_169,18000.0
A53,53_107,18000.0
A53,A53,18000.0
A53,53_116,18000.0
A53,107_114,18000.0
59_176,A59,18000.0
59_176,59_176,18000.0
37_165,37_165,18000.0
17_169,A17,18000.0
17_169,169_171,18000.0
17_169,17_169,18000.0
63_149,63_149,18000.0
A78,A78,18000.0
A78,78_110,18000.0
A19,A19,18000.0
A19,145_166,18000.0
A19,19_158,18000.0
34_135,34_135,18000.0
34_135,A34,18000.0
A27,A27,18000.0
A29,A29,18000.0
42_126,151_188,18000.0
42_126,42_126,18000.0
42_126,A42,18000.0
42_126,126_151,18000.0
139_156,139_156,18000.0
139_156,156_185,18000.0
139_156,76_157,18000.0
51_111,A51,18000.0
51_111,51_111,18000.0
51_111,111_174,18000.0
45_102,A45,18000.0
45_102,45_102,18000.0
45_102,102_178,18000.0
123_180,123_180,18000.0
123_180,118_121,18000.0
123_180,64_123,18000.0
123_180,118_170,18000.0
A34,34_135,18000.0
A34,A34,18000.0
16_177,16_177,18000.0
16_177,177_181,18000.0
118_121,123_180,18000.0
118_121,118_121,18000.0
118_121,64_123,18000.0
118_121,118_170,18000.0
159_187,159_187,18000.0
159_187,A84,18000.0
159_187,84_159,18000.0
A3,A3,18000.0
A80,A80,18000.0
A80,80_106,18000.0
A80,106_162,18000.0
47_155,47_155,18000.0
47_155,A47,18000.0
12_179,12_105,18000.0
12_179,12_184,18000.0
12_179,12_179,18000.0
12_179,A12,18000.0
54_173,54_173,18000.0
54_173,A54,18000.0
1_183,A1,18000.0
1_183,1_183,18000.0
A88,A88,18000.0
A88,88_189,18000.0
64_123,123_180,18000.0
64_123,118_121,18000.0
64_123,64_123,18000.0
64_123,118_170,18000.0
A75,A75,18000.0
A12,12_105,18000.0
A12,12_184,18000.0
A12,12_179,18000.0
A12,A12,18000.0
A42,151_188,18000.0
A42,42_126,18000.0
A42,A42,18000.0
A42,126_151,18000.0
A54,54_173,18000.0
A54,A54,18000.0
92_148,A92,18000.0
92_148,92_148,18000.0
53_116,53_107,18000.0
53_116,A53,18000.0
53_116,53_116,18000.0
53_116,107_114,18000.0
156_185,139_156,18000.0
156_185,156_185,18000.0
156_185,76_157,18000.0
A71,A71,18000.0
118_170,108_118,18000.0
118_170,123_180,18000.0
118_170,118_121,18000.0
118_170,64_123,18000.0
118_170,118_170,18000.0
A95,95_146,18000.0
A95,A95,18000.0
A11,A11,18000.0
68_143,143_175,18000.0
68_143,143_154,18000.0
68_143,68_143,18000.0
A83,A83,18000.0
80_106,A80,18000.0
80_106,80_106,18000.0
80_106,106_162,18000.0
A30,A30,18000.0
A30,30_186,18000.0
A22,A22,18000.0
A22,22_182,18000.0
A16,A16,18000.0
43_132,43_132,18000.0
0_115,A49,18000.0
0_115,0_115,18000.0
0_115,49_167,18000.0
0_115,115_164,18000.0
A87,87_147,18000.0
A87,A87,18000.0
19_145,19_145,18000.0
19_145,145_166,18000.0
43_160,43_160,18000.0
A61,A61,18000.0
102_178,A45,18000.0
102_178,45_102,18000.0
102_178,102_178,18000.0
A41,A41,18000.0
107_114,53_107,18000.0
107_114,A53,18000.0
107_114,53_116,18000.0
107_114,107_114,18000.0
106_162,A80,18000.0
106_162,80_106,18000.0
106_162,106_162,18000.0
145_166,A19,18000.0
145_166,19_145,18000.0
145_166,145_166,18000.0
A84,159_187,18000.0
A84,A84,18000.0
A84,84_159,18000.0
A47,47_155,18000.0
A47,A47,18000.0
A77,77_153,18000.0
A77,A77,18000.0
27_172,27_172,18000.0
177_181,16_177,18000.0
177_181,177_181,18000.0
111_174,A51,18000.0
111_174,51_111,18000.0
111_174,111_174,18000.0
30_186,A30,18000.0
30_186,30_186,18000.0
A5,A5,18000.0
78_110,A78,18000.0
78_110,78_110,18000.0
A24,A24,18000.0
49_167,A49,18000.0
49_167,0_115,18000.0
49_167,49_167,18000.0
49_167,115_164,18000.0
19_158,A19,18000.0
19_158,19_158,18000.0
88_189,A88,18000.0
88_189,88_189,18000.0
22_182,A22,18000.0
22_182,22_182,18000.0
A99,A99,18000.0
137_161,137_161,18000.0
84_159,159_187,18000.0
84_159,A84,18000.0
84_159,84_159,18000.0
76_157,139_156,18000.0
76_157,156_185,18000.0
76_157,76_157,18000.0
115_164,A49,18000.0
115_164,0_115,18000.0
115_164,49_167,18000.0
115_164,115_164,18000.0
126_151,151_188,18000.0
126_151,42_126,18000.0
126_151,A42,18000.0
126_151,126_151,18000.0
A74,A74,18000.0
