74.0,129_140
83.0,96_203
69.0,54_179
85.0,141_197
55.0,179_211
111.0,167_178
171.0,139_159
60.0,51_193
64.0,178_216
36.0,A92
0.0,102_223
92.0,87_204
87.0,158_174
53.0,61_181
89.0,A56
180.0,85_150
79.0,A59
102.0,189_200
60.0,A78
0.0,122_228
47.0,115_123
65.0,A23
93.0,126_180
183.0,61_155
249.0,A30
88.0,A9
215.0,A76
0.0,181_225
194.0,108_113
56.0,102_207
102.0,99_102
157.0,A85
72.0,203_215
49.0,162_191
96.0,85_184
113.0,A28
59.0,112_198
56.0,170_219
210.0,11_118
89.0,A96
169.0,135_147
101.0,118_192
110.0,45_142
255.0,117_141
125.0,87_195
59.0,122_218
48.0,A4
152.0,15_201
150.0,155_168
49.0,A50
253.0,49_117
87.0,A81
67.0,38_190
38.0,A6
151.0,149_163
0.0,163_220
39.0,26_212
141.0,34_121
120.0,A87
164.0,159_182
79.0,201_217
21.0,A41
39.0,142_210
50.0,20_205
76.0,182_209
87.0,38_124
110.0,135_186
98.0,63_152
74.0,A5
162.0,56_112
79.0,A54
0.0,54_226
29.0,A29
204.0,104_122
196.0,14_126
89.0,96_156
159.0,15_149
75.0,81_166
69.0,A25
100.0,A26
0.0,159_222
0.0,207_224
117.0,170_202
138.0,A94
0.0,200_221
109.0,31_158
80.0,186_208
137.0,19_170
44.0,69_165
0.0,6_227
69.0,156_213
55.0,163_214
74.0,56_185
214.0,A11
91.0,84_110
92.0,A88
74.0,18_109
143.0,A55
79.0,A20
0.0,140_229
