from , to, time
A16,A16,6000.0
A42,A42,6000.0
A42,42_126,6000.0
A95,A95,6000.0
A95,104_128,6000.0
A95,95_104,6000.0
A74,A74,6000.0
A27,A27,6000.0
42_126,A42,6000.0
42_126,42_126,6000.0
A51,A51,6000.0
A51,51_111,6000.0
A51,111_124,6000.0
A87,A87,6000.0
A83,A83,6000.0
A93,A93,6000.0
A24,A24,6000.0
A49,A49,6000.0
A49,49_129,6000.0
A98,A98,6000.0
A98,98_101,6000.0
104_128,A95,6000.0
104_128,104_128,6000.0
104_128,95_104,6000.0
A77,A77,6000.0
A15,A15,6000.0
A40,A40,6000.0
A40,40_125,6000.0
A75,A75,6000.0
A66,A66,6000.0
A66,A67,6000.0
95_104,A95,6000.0
95_104,104_128,6000.0
95_104,95_104,6000.0
A4,A4,6000.0
A21,A21,6000.0
A54,A54,6000.0
A94,A94,6000.0
A99,A99,6000.0
A59,A59,6000.0
A1,A1,6000.0
A60,A60,6000.0
47_113,47_113,6000.0
47_113,A47,6000.0
49_129,A49,6000.0
49_129,49_129,6000.0
A97,A97,6000.0
A92,A92,6000.0
A88,A88,6000.0
A20,A20,6000.0
A84,A84,6000.0
A56,A56,6000.0
A71,A71,6000.0
A61,A61,6000.0
64_123,64_123,6000.0
64_123,A64,6000.0
78_110,78_110,6000.0
78_110,A78,6000.0
A81,A81,6000.0
105_127,105_127,6000.0
105_127,A12,6000.0
105_127,12_105,6000.0
A70,A70,6000.0
A12,105_127,6000.0
A12,A12,6000.0
A12,12_105,6000.0
A80,A80,6000.0
A80,80_106,6000.0
A90,A90,6000.0
118_121,118_121,6000.0
118_121,64_108,6000.0
118_121,108_118,6000.0
53_116,53_116,6000.0
53_116,107_122,6000.0
53_116,107_114,6000.0
53_116,A53,6000.0
53_116,53_107,6000.0
A19,A19,6000.0
A29,A29,6000.0
107_122,53_116,6000.0
107_122,107_122,6000.0
107_122,107_114,6000.0
107_122,A53,6000.0
107_122,53_107,6000.0
A79,A79,6000.0
A73,A73,6000.0
A68,A68,6000.0
98_101,A98,6000.0
98_101,98_101,6000.0
A18,A18,6000.0
64_108,118_121,6000.0
64_108,64_108,6000.0
64_108,108_118,6000.0
107_114,53_116,6000.0
107_114,107_122,6000.0
107_114,107_114,6000.0
107_114,A53,6000.0
107_114,53_107,6000.0
A30,A30,6000.0
A63,A63,6000.0
A37,A37,6000.0
A43,A43,6000.0
A72,A72,6000.0
A72,72_120,6000.0
40_125,A40,6000.0
40_125,40_125,6000.0
A22,A22,6000.0
A53,53_116,6000.0
A53,107_122,6000.0
A53,107_114,6000.0
A53,A53,6000.0
A53,53_107,6000.0
51_111,A51,6000.0
51_111,51_111,6000.0
51_111,111_124,6000.0
A44,A44,6000.0
A48,A48,6000.0
A62,A62,6000.0
108_118,118_121,6000.0
108_118,64_108,6000.0
108_118,108_118,6000.0
A47,47_113,6000.0
A47,A47,6000.0
A3,A3,6000.0
80_106,A80,6000.0
80_106,80_106,6000.0
A17,A17,6000.0
A89,A89,6000.0
A34,A34,6000.0
A5,A5,6000.0
A85,A85,6000.0
A41,A41,6000.0
A78,78_110,6000.0
A78,A78,6000.0
A32,A32,6000.0
A57,A57,6000.0
53_107,53_116,6000.0
53_107,107_122,6000.0
53_107,107_114,6000.0
53_107,A53,6000.0
53_107,53_107,6000.0
12_105,105_127,6000.0
12_105,A12,6000.0
12_105,12_105,6000.0
36_117,36_117,6000.0
36_117,A36,6000.0
0_115,0_115,6000.0
72_120,A72,6000.0
72_120,72_120,6000.0
A55,A55,6000.0
A36,36_117,6000.0
A36,A36,6000.0
A76,A76,6000.0
A45,A45,6000.0
A45,45_102,6000.0
A35,A35,6000.0
A38,A38,6000.0
A64,64_123,6000.0
A64,A64,6000.0
45_102,A45,6000.0
45_102,45_102,6000.0
A11,A11,6000.0
111_124,A51,6000.0
111_124,51_111,6000.0
111_124,111_124,6000.0
A67,A66,6000.0
A67,A67,6000.0
A14,A14,6000.0
