from , to, weight, time
A74,74_119,0.5354980208646818,6000.0
A74,74_101,0.9560485198084668,6000.0
89_103,A89,0.5253968393709543,6000.0
A7,7_102,0.999,6000.0
A88,88_118,0.6380359687991526,6000.0
74_119,A74,0.18330844595834095,6000.0
74_119,74_101,-0.8409029560925664,6000.0
47_104,A47,0.9109802317067078,6000.0
8_111,A8,0.8810671593235955,6000.0
A65,65_115,0.6651967234791392,6000.0
A89,89_103,0.9876561428726128,6000.0
A73,73_117,0.5999546205216303,6000.0
A35,35_114,0.10840762893519428,6000.0
1_110,A1,0.22274548306667777,6000.0
74_101,A74,0.8064437206862937,6000.0
A8,8_111,0.08266904280627808,6000.0
A47,47_104,1.010469374936316,6000.0
35_114,A35,0.9606435800614366,6000.0
99_100,A99,0.9984459562804544,6000.0
A80,80_108,0.9984163285631633,6000.0
A40,40_105,0.9885039073433864,6000.0
73_117,A73,0.9325571744457997,6000.0
A1,1_110,0.07040353542660271,6000.0
40_105,A40,0.9982447055660029,6000.0
65_115,A65,0.7728241165450884,6000.0
A99,99_100,0.9836766880619645,6000.0
7_102,A7,0.9885722158980706,6000.0
88_118,A88,0.13208672518943748,6000.0
80_108,A80,0.9948325287079474,6000.0
