from , to, time
149_161,149_161,22000.0
58_154,58_154,22000.0
58_154,A58,22000.0
128_153,128_153,22000.0
20_197,20_197,22000.0
120_184,120_184,22000.0
A30,A30,22000.0
A58,58_154,22000.0
A58,A58,22000.0
169_186,169_186,22000.0
169_186,62_169,22000.0
A97,A97,22000.0
A47,A47,22000.0
3_145,3_145,22000.0
141_173,141_173,22000.0
141_173,126_141,22000.0
88_128,88_128,22000.0
88_128,118_123,22000.0
88_128,128_209,22000.0
126_187,126_187,22000.0
126_187,126_176,22000.0
168_193,168_193,22000.0
168_193,117_168,22000.0
168_193,168_172,22000.0
167_192,167_192,22000.0
54_178,54_178,22000.0
54_178,A54,22000.0
A38,A38,22000.0
A38,38_195,22000.0
185_202,185_202,22000.0
185_202,89_139,22000.0
185_202,139_185,22000.0
110_147,110_147,22000.0
110_147,1_110,22000.0
86_130,86_130,22000.0
89_139,185_202,22000.0
89_139,89_139,22000.0
89_139,139_185,22000.0
43_151,43_151,22000.0
A56,A56,22000.0
172_190,172_190,22000.0
A20,A20,22000.0
137_181,137_181,22000.0
137_181,181_203,22000.0
120_204,120_204,22000.0
120_204,19_120,22000.0
41_126,41_126,22000.0
A26,A26,22000.0
19_120,120_204,22000.0
19_120,19_120,22000.0
117_168,168_193,22000.0
117_168,117_168,22000.0
117_168,168_172,22000.0
126_176,126_187,22000.0
126_176,126_176,22000.0
A54,54_178,22000.0
A54,A54,22000.0
167_200,167_200,22000.0
167_200,156_167,22000.0
126_141,141_173,22000.0
126_141,126_141,22000.0
118_123,88_128,22000.0
118_123,118_123,22000.0
118_123,128_209,22000.0
A60,A60,22000.0
A27,A27,22000.0
A27,27_201,22000.0
A99,A99,22000.0
A99,99_156,22000.0
A59,A59,22000.0
A59,59_180,22000.0
44_189,44_189,22000.0
44_189,A44,22000.0
132_175,132_175,22000.0
A17,A17,22000.0
132_199,132_199,22000.0
A95,A95,22000.0
A95,95_207,22000.0
39_174,39_174,22000.0
175_183,175_183,22000.0
A80,A80,22000.0
168_172,168_193,22000.0
168_172,117_168,22000.0
168_172,168_172,22000.0
44_191,44_191,22000.0
146_170,146_170,22000.0
A31,A31,22000.0
A12,A12,22000.0
114_122,114_122,22000.0
159_196,159_196,22000.0
40_105,40_105,22000.0
40_105,105_205,22000.0
53_177,53_177,22000.0
A91,A91,22000.0
55_208,55_208,22000.0
55_208,A55,22000.0
A55,55_208,22000.0
A55,A55,22000.0
A73,A73,22000.0
A51,A51,22000.0
A90,A90,22000.0
73_162,73_162,22000.0
44_179,44_179,22000.0
105_205,40_105,22000.0
105_205,105_205,22000.0
1_110,110_147,22000.0
1_110,1_110,22000.0
32_152,32_152,22000.0
32_152,32_206,22000.0
32_152,A32,22000.0
A89,A89,22000.0
4_155,4_155,22000.0
43_129,43_129,22000.0
62_169,169_186,22000.0
62_169,62_169,22000.0
A68,A68,22000.0
32_136,32_136,22000.0
32_136,136_143,22000.0
A7,A7,22000.0
64_112,64_112,22000.0
A96,A96,22000.0
A0,A0,22000.0
27_201,A27,22000.0
27_201,27_201,22000.0
156_167,167_200,22000.0
156_167,156_167,22000.0
114_137,114_137,22000.0
99_156,A99,22000.0
99_156,99_156,22000.0
35_114,35_114,22000.0
139_157,139_157,22000.0
139_185,185_202,22000.0
139_185,89_139,22000.0
139_185,139_185,22000.0
32_206,32_152,22000.0
32_206,32_206,22000.0
32_206,A32,22000.0
134_198,134_198,22000.0
134_198,44_134,22000.0
136_143,32_136,22000.0
136_143,136_143,22000.0
121_182,121_182,22000.0
A50,A50,22000.0
59_180,A59,22000.0
59_180,59_180,22000.0
181_203,137_181,22000.0
181_203,181_203,22000.0
A32,32_152,22000.0
A32,32_206,22000.0
A32,A32,22000.0
38_195,A38,22000.0
38_195,38_195,22000.0
44_134,134_198,22000.0
44_134,44_134,22000.0
A44,44_189,22000.0
A44,A44,22000.0
95_207,A95,22000.0
95_207,95_207,22000.0
A36,A36,22000.0
128_209,88_128,22000.0
128_209,118_123,22000.0
128_209,128_209,22000.0
