from , to, weight, time
209_246,246_254,0.0014910616402098696,36000.0
209_246,178_209,0.9990226187732376,36000.0
181_252,74_181,0.999,36000.0
224_239,70_174,0.9610427605267609,36000.0
224_239,A32,0.0012987313076011802,36000.0
224_239,70_182,0.9538741677657262,36000.0
87_262,A87,0.999,36000.0
87_262,87_231,0.9922019455494089,36000.0
A54,54_253,0.0014910616402098694,36000.0
A54,253_266,0.0012066931625557642,36000.0
71_235,152_206,0.1890313958703635,36000.0
71_235,166_175,0.598711462941685,36000.0
71_235,175_220,0.035935771068367005,36000.0
71_235,152_210,0.962012386442041,36000.0
90_128,247_263,0.0012211202275368871,36000.0
90_128,128_247,0.0018205676673305378,36000.0
86_190,190_203,0.004042567658282914,36000.0
86_190,A86,0.999,36000.0
86_190,29_198,0.0011375261844458592,36000.0
86_190,203_245,0.001820567667330539,36000.0
86_190,86_240,0.0018205676673305389,36000.0
61_194,234_264,0.0012124918833960332,36000.0
61_194,0_144,0.002762630558270323,36000.0
61_194,A0,0.0036771998442075198,36000.0
61_194,194_234,0.0022227283397888305,36000.0
226_265,213_226,0.9990004994003098,36000.0
226_265,35_213,0.6448944567615581,36000.0
70_174,224_239,0.0022171910396130397,36000.0
70_174,A32,0.00585234750405527,36000.0
70_174,70_182,0.006018716962652004,36000.0
92_261,116_216,0.5193009219929192,36000.0
92_261,116_233,0.34148047909739465,36000.0
92_261,92_116,0.4871449042173422,36000.0
92_261,216_255,0.5341056551228236,36000.0
92_261,A92,0.999005280984545,36000.0
190_203,86_190,0.9990152677337026,36000.0
190_203,A86,0.9990452989005906,36000.0
190_203,29_198,0.0013187272746524397,36000.0
190_203,29_136,0.0013189906854341909,36000.0
190_203,203_245,0.001820567667330539,36000.0
190_203,136_204,0.0013189906854341909,36000.0
190_203,86_240,0.0018205676673305402,36000.0
152_206,71_235,0.0022227283397888388,36000.0
152_206,166_175,0.9984436474629415,36000.0
152_206,175_220,0.002713484230251438,36000.0
152_206,152_210,0.0033122343903486205,36000.0
A89,89_143,0.013296306023001248,36000.0
116_216,92_261,0.0012211202275368871,36000.0
