52.0,56_185
0.0,170_202
82.0,85_184
94.0,31_158
66.0,126_180
47.0,50_187
0.0,186_208
43.0,19_194
44.0,16_134
58.0,38_190
151.0,61_155
156.0,56_112
114.0,155_168
168.0,14_126
137.0,34_121
81.0,45_142
59.0,A23
44.0,115_123
183.0,A11
0.0,15_201
117.0,A63
67.0,A5
0.0,189_200
43.0,112_198
143.0,A85
103.0,59_167
94.0,135_186
63.0,A54
115.0,A19
86.0,2_132
91.0,84_110
44.0,A78
47.0,A4
0.0,20_205
112.0,A28
62.0,18_109
99.0,167_178
34.0,87_195
111.0,A15
90.0,159_182
156.0,135_147
78.0,A59
43.0,183_196
50.0,54_179
74.0,158_174
53.0,A51
100.0,85_150
105.0,15_149
98.0,A48
69.0,A25
94.0,24_114
86.0,38_124
69.0,A81
138.0,A94
122.0,94_106
0.0,168_206
32.0,A20
196.0,11_118
93.0,19_170
98.0,63_152
39.0,55_199
46.0,A50
36.0,A92
185.0,A61
72.0,A26
0.0,96_203
33.0,A6
175.0,104_122
59.0,96_156
45.0,A87
67.0,A96
134.0,A55
34.0,51_193
52.0,61_181
97.0,99_102
88.0,A56
85.0,A9
54.0,81_166
238.0,49_117
181.0,117_141
73.0,129_140
206.0,A76
184.0,108_113
29.0,A29
239.0,A30
93.0,149_163
21.0,A41
65.0,5_171
47.0,141_197
61.0,150_189
88.0,A88
134.0,112_120
96.0,121_130
0.0,102_207
0.0,87_204
143.0,139_159
44.0,69_165
63.0,118_192
48.0,162_191
0.0,182_209
