35.0,92_116
25.0,138_179
0.0,217_243
17.0,194_234
48.0,166_175
33.0,A92
41.0,71_152
27.0,178_209
30.0,A86
19.0,135_160
44.0,152_210
17.0,A21
41.0,208_219
49.0,3_191
28.0,165_186
14.0,A9
22.0,A20
30.0,A89
18.0,A17
23.0,35_213
35.0,116_216
45.0,191_218
0.0,209_246
37.0,A78
35.0,116_205
21.0,186_217
15.0,A59
18.0,A33
56.0,29_104
17.0,A96
42.0,78_184
19.0,0_144
14.0,8_145
26.0,125_157
52.0,170_201
0.0,203_245
27.0,224_239
0.0,211_241
25.0,A0
25.0,115_187
39.0,184_208
22.0,A84
26.0,89_143
16.0,209_230
52.0,120_168
19.0,17_156
18.0,64_155
12.0,173_237
20.0,60_202
26.0,A6
21.0,A16
47.0,120_140
21.0,61_194
23.0,A73
20.0,A87
25.0,58_124
24.0,86_190
30.0,70_174
22.0,213_226
21.0,12_214
20.0,187_228
25.0,225_232
54.0,140_183
25.0,190_203
26.0,124_211
20.0,60_195
61.0,29_136
15.0,33_227
30.0,116_233
46.0,152_206
25.0,88_103
14.0,A44
15.0,A54
0.0,219_244
22.0,74_181
30.0,139_173
23.0,103_149
22.0,36_119
49.0,175_220
0.0,86_240
38.0,A71
0.0,128_247
0.0,206_242
28.0,A32
19.0,90_128
62.0,29_198
29.0,53_117
34.0,71_235
27.0,89_207
0.0,237_248
39.0,78_162
18.0,16_212
30.0,70_182
59.0,136_204
22.0,149_221
26.0,A74
14.0,87_231
22.0,84_163
28.0,53_101
0.0,96_249
