from , to, time
A43,A43,5000.0
A41,A41,5000.0
88_108,88_108,5000.0
88_108,A88,5000.0
A13,A13,5000.0
A13,13_100,5000.0
53_102,53_102,5000.0
53_102,A53,5000.0
A62,A62,5000.0
A98,A98,5000.0
A12,A12,5000.0
99_101,99_101,5000.0
99_101,A99,5000.0
A80,A80,5000.0
A10,A10,5000.0
A17,A17,5000.0
A42,A42,5000.0
A40,A40,5000.0
A76,A76,5000.0
A34,A34,5000.0
A70,A70,5000.0
85_106,85_106,5000.0
85_106,A85,5000.0
A49,A49,5000.0
A84,A84,5000.0
A3,A3,5000.0
A29,A29,5000.0
A18,A18,5000.0
A18,18_107,5000.0
A75,A75,5000.0
A8,A8,5000.0
A86,A86,5000.0
A94,A94,5000.0
A91,A91,5000.0
A35,A35,5000.0
A20,A20,5000.0
56_104,56_104,5000.0
56_104,A56,5000.0
13_100,A13,5000.0
13_100,13_100,5000.0
A2,A2,5000.0
A83,A83,5000.0
A74,A74,5000.0
A79,A79,5000.0
A82,A82,5000.0
A23,A23,5000.0
A33,A33,5000.0
A67,A67,5000.0
A48,A48,5000.0
A59,A59,5000.0
A6,A6,5000.0
A15,A15,5000.0
A72,A72,5000.0
A58,A58,5000.0
A0,A0,5000.0
A53,53_102,5000.0
A53,A53,5000.0
A57,A57,5000.0
A19,A19,5000.0
A90,A90,5000.0
A7,A7,5000.0
A66,A66,5000.0
A96,A96,5000.0
A99,99_101,5000.0
A99,A99,5000.0
A52,A52,5000.0
A45,A45,5000.0
A22,A22,5000.0
A9,A9,5000.0
A14,A14,5000.0
A5,A5,5000.0
A46,A46,5000.0
A1,A1,5000.0
A89,A89,5000.0
A69,A69,5000.0
A63,A63,5000.0
A97,A97,5000.0
A4,A4,5000.0
A64,A64,5000.0
A54,A54,5000.0
A26,A26,5000.0
A85,85_106,5000.0
A85,A85,5000.0
A47,A47,5000.0
A55,A55,5000.0
A95,A95,5000.0
51_103,51_103,5000.0
51_103,A51,5000.0
A38,A38,5000.0
A92,A92,5000.0
A27,A27,5000.0
A81,A81,5000.0
A51,51_103,5000.0
A51,A51,5000.0
25_105,25_105,5000.0
25_105,A25,5000.0
A25,25_105,5000.0
A25,A25,5000.0
A50,A50,5000.0
A87,A87,5000.0
A87,87_109,5000.0
A36,A36,5000.0
A78,A78,5000.0
A68,A68,5000.0
A37,A37,5000.0
A56,56_104,5000.0
A56,A56,5000.0
A31,A31,5000.0
A44,A44,5000.0
A16,A16,5000.0
18_107,A18,5000.0
18_107,18_107,5000.0
A39,A39,5000.0
A28,A28,5000.0
A32,A32,5000.0
A88,88_108,5000.0
A88,A88,5000.0
A61,A61,5000.0
87_109,A87,5000.0
87_109,87_109,5000.0
