36.0,A89
0.0,87_262
32.0,35_213
71.0,136_204
76.0,203_245
32.0,125_157
66.0,86_190
0.0,198_267
45.0,96_249
74.0,86_240
89.0,191_218
38.0,165_186
29.0,128_247
67.0,A86
43.0,101_251
29.0,115_187
33.0,138_179
44.0,70_182
28.0,A16
31.0,A17
45.0,149_221
15.0,A59
21.0,135_160
82.0,120_168
76.0,190_203
73.0,203_250
80.0,152_206
30.0,61_194
61.0,A78
91.0,152_210
48.0,209_246
23.0,36_119
30.0,17_156
32.0,A32
33.0,74_181
78.0,116_233
68.0,29_136
45.0,139_173
0.0,221_268
24.0,9_259
34.0,A84
37.0,0_144
0.0,226_265
31.0,181_252
26.0,54_253
79.0,184_208
0.0,253_266
22.0,12_214
63.0,A92
25.0,33_227
32.0,A33
43.0,249_256
55.0,211_241
68.0,29_198
42.0,53_117
27.0,A54
43.0,88_103
41.0,246_254
34.0,187_228
31.0,16_212
53.0,225_232
17.0,A21
78.0,116_216
69.0,120_140
36.0,87_231
65.0,184_258
44.0,224_239
0.0,258_260
31.0,90_128
75.0,140_183
0.0,92_261
72.0,78_184
45.0,70_174
35.0,A0
73.0,92_116
41.0,178_209
34.0,84_163
43.0,53_101
39.0,A96
72.0,166_175
41.0,103_149
46.0,58_124
0.0,234_264
101.0,175_220
92.0,71_235
19.0,A44
24.0,8_145
30.0,155_257
38.0,186_217
29.0,194_234
0.0,247_263
35.0,213_226
28.0,A87
89.0,170_201
25.0,A9
79.0,3_191
27.0,A6
68.0,216_255
34.0,89_143
0.0,21_269
