from , to, weight, time
88_128,118_123,0.014464316631087973,8000.0
88_128,88_118,-0.006450530906798311,8000.0
88_128,A88,0.7853638467190404,8000.0
A99,99_100,0.9956982668508407,8000.0
A8,111_127,-0.9023998860127814,8000.0
118_123,88_128,-0.02676750699907685,8000.0
118_123,88_118,0.08093830453602646,8000.0
118_123,A88,0.03138723961794679,8000.0
35_114,A35,0.9789622104705387,8000.0
35_114,114_122,0.0038347074089230726,8000.0
7_102,A7,0.9987118155163346,8000.0
A7,7_102,0.9969754622735868,8000.0
A47,47_104,0.9953664043403366,8000.0
A19,19_120,0.2386512706598643,8000.0
A43,43_129,0.5548719808717444,8000.0
41_126,A41,0.91696272956368,8000.0
88_118,88_128,0.08159483480960804,8000.0
88_118,118_123,0.1191029613734013,8000.0
88_118,A88,0.9934560730313701,8000.0
A41,41_126,0.23435428774075065,8000.0
80_108,A80,0.9919453399816002,8000.0
A73,73_117,0.9950160185486179,8000.0
47_104,A47,0.9923155902808689,8000.0
A88,88_128,0.7804995164942499,8000.0
A88,118_123,0.036109504497280724,8000.0
A88,88_118,0.9968785405492515,8000.0
A89,89_103,0.9887480507752048,8000.0
A80,80_108,0.989324358747112,8000.0
111_127,A8,-0.5817732474528208,8000.0
A35,35_114,0.69552943903724,8000.0
89_103,A89,0.9818623275044044,8000.0
99_100,A99,0.9942853277368082,8000.0
A1,1_110,0.9937122915308312,8000.0
39_121,A39,0.015369515723640297,8000.0
A74,74_119,1.0106277446877012,8000.0
A74,74_101,1.0080211087158475,8000.0
74_119,A74,1.0208137496288707,8000.0
74_119,74_101,-0.376650906429751,8000.0
1_110,A1,0.9933476490952938,8000.0
A39,39_121,-0.004095238539270583,8000.0
43_129,A43,-0.0025122579459116346,8000.0
74_101,A74,1.0051657790876027,8000.0
114_122,35_114,0.003890288863049681,8000.0
73_117,A73,0.9951960978037883,8000.0
19_120,A19,0.08320745285569998,8000.0
