from , to, time
106_162,106_162,16000.0
106_162,80_168,16000.0
A18,A18,16000.0
A22,A22,16000.0
A41,A41,16000.0
53_107,53_107,16000.0
53_107,107_114,16000.0
53_107,53_116,16000.0
A19,A19,16000.0
A19,19_145,16000.0
A5,A5,16000.0
80_168,106_162,16000.0
80_168,80_168,16000.0
108_118,108_118,16000.0
108_118,118_170,16000.0
A95,A95,16000.0
A95,95_146,16000.0
A95,104_128,16000.0
A99,A99,16000.0
A61,A61,16000.0
A42,A42,16000.0
A42,42_126,16000.0
A42,126_151,16000.0
139_156,139_156,16000.0
139_156,76_157,16000.0
107_114,53_107,16000.0
107_114,107_114,16000.0
107_114,53_116,16000.0
107_114,A53,16000.0
45_102,45_102,16000.0
45_102,A45,16000.0
45_102,102_178,16000.0
42_126,A42,16000.0
42_126,42_126,16000.0
42_126,126_151,16000.0
19_158,19_158,16000.0
19_158,145_166,16000.0
A34,A34,16000.0
A34,34_135,16000.0
145_166,19_158,16000.0
145_166,145_166,16000.0
A75,A75,16000.0
47_155,47_155,16000.0
A16,A16,16000.0
A16,16_152,16000.0
A16,16_177,16000.0
54_173,54_173,16000.0
54_173,A54,16000.0
43_160,43_160,16000.0
143_154,143_154,16000.0
143_154,143_175,16000.0
143_154,68_143,16000.0
A84,A84,16000.0
A84,84_159,16000.0
A3,A3,16000.0
A1,A1,16000.0
A29,A29,16000.0
A24,A24,16000.0
A78,A78,16000.0
A78,78_110,16000.0
A4,A4,16000.0
143_175,143_154,16000.0
143_175,143_175,16000.0
143_175,68_143,16000.0
A87,A87,16000.0
A87,87_147,16000.0
76_157,139_156,16000.0
76_157,76_157,16000.0
A47,A47,16000.0
A47,47_113,16000.0
A11,A11,16000.0
137_161,137_161,16000.0
169_171,169_171,16000.0
169_171,A17,16000.0
169_171,17_169,16000.0
A54,54_173,16000.0
A54,A54,16000.0
68_143,143_154,16000.0
68_143,143_175,16000.0
68_143,68_143,16000.0
A30,A30,16000.0
64_123,64_123,16000.0
64_123,118_121,16000.0
A27,A27,16000.0
A27,27_172,16000.0
115_164,115_164,16000.0
115_164,0_115,16000.0
A97,A97,16000.0
111_174,111_174,16000.0
111_174,51_111,16000.0
A77,A77,16000.0
A77,77_153,16000.0
A40,A40,16000.0
78_110,A78,16000.0
78_110,78_110,16000.0
16_152,A16,16000.0
16_152,16_152,16000.0
16_152,16_177,16000.0
111_124,111_124,16000.0
16_177,A16,16000.0
16_177,16_152,16000.0
16_177,16_177,16000.0
A92,A92,16000.0
A92,92_148,16000.0
92_148,A92,16000.0
92_148,92_148,16000.0
A88,A88,16000.0
49_167,49_167,16000.0
49_167,A49,16000.0
87_147,A87,16000.0
87_147,87_147,16000.0
A51,A51,16000.0
27_172,A27,16000.0
27_172,27_172,16000.0
126_151,A42,16000.0
126_151,42_126,16000.0
126_151,126_151,16000.0
A80,A80,16000.0
A80,80_106,16000.0
118_121,64_123,16000.0
118_121,118_121,16000.0
A12,A12,16000.0
A12,12_179,16000.0
A12,12_105,16000.0
118_170,108_118,16000.0
118_170,118_170,16000.0
A17,169_171,16000.0
A17,A17,16000.0
A17,17_169,16000.0
80_106,A80,16000.0
80_106,80_106,16000.0
53_116,53_107,16000.0
53_116,107_114,16000.0
53_116,53_116,16000.0
A49,49_167,16000.0
A49,A49,16000.0
19_145,A19,16000.0
19_145,19_145,16000.0
77_153,A77,16000.0
77_153,77_153,16000.0
37_165,37_165,16000.0
12_179,A12,16000.0
12_179,12_179,16000.0
12_179,12_105,16000.0
12_105,A12,16000.0
12_105,12_179,16000.0
12_105,12_105,16000.0
A71,A71,16000.0
A74,A74,16000.0
63_149,63_149,16000.0
A45,45_102,16000.0
A45,A45,16000.0
A45,102_178,16000.0
66_138,66_138,16000.0
A56,A56,16000.0
0_115,115_164,16000.0
0_115,0_115,16000.0
84_159,A84,16000.0
84_159,84_159,16000.0
47_113,A47,16000.0
47_113,47_113,16000.0
A83,A83,16000.0
95_146,A95,16000.0
95_146,95_146,16000.0
95_146,104_128,16000.0
43_132,43_132,16000.0
A59,A59,16000.0
A59,59_176,16000.0
104_128,A95,16000.0
104_128,95_146,16000.0
104_128,104_128,16000.0
A62,A62,16000.0
A53,107_114,16000.0
A53,A53,16000.0
34_135,A34,16000.0
34_135,34_135,16000.0
51_111,111_174,16000.0
51_111,51_111,16000.0
A20,A20,16000.0
A85,A85,16000.0
A98,A98,16000.0
102_178,45_102,16000.0
102_178,A45,16000.0
102_178,102_178,16000.0
36_137,36_137,16000.0
59_176,A59,16000.0
59_176,59_176,16000.0
17_169,169_171,16000.0
17_169,A17,16000.0
17_169,17_169,16000.0
