from , to, time
A90,A90,10000.0
A20,A20,10000.0
106_143,106_143,10000.0
106_143,94_106,10000.0
A21,A21,10000.0
A21,21_119,10000.0
56_112,56_112,10000.0
56_112,112_120,10000.0
A15,A15,10000.0
A15,15_149,10000.0
A63,A63,10000.0
118_146,118_146,10000.0
118_146,11_104,10000.0
118_146,A11,10000.0
118_146,11_118,10000.0
118_146,104_122,10000.0
A2,A2,10000.0
A2,2_132,10000.0
A69,A69,10000.0
A69,69_138,10000.0
108_113,108_113,10000.0
108_113,A76,10000.0
108_113,76_108,10000.0
A96,A96,10000.0
A54,A54,10000.0
A9,A9,10000.0
A9,9_144,10000.0
112_120,56_112,10000.0
112_120,112_120,10000.0
A71,A71,10000.0
34_116,34_116,10000.0
34_116,A34,10000.0
129_140,129_140,10000.0
129_140,30_129,10000.0
A76,108_113,10000.0
A76,A76,10000.0
117_139,117_139,10000.0
117_139,49_117,10000.0
117_139,A49,10000.0
117_139,139_148,10000.0
117_139,117_141,10000.0
69_138,A69,10000.0
69_138,69_138,10000.0
A38,A38,10000.0
A38,38_124,10000.0
A31,A31,10000.0
A31,31_105,10000.0
A32,A32,10000.0
11_104,118_146,10000.0
11_104,11_104,10000.0
11_104,A11,10000.0
11_104,11_118,10000.0
11_104,104_122,10000.0
A75,A75,10000.0
A16,A16,10000.0
A16,16_134,10000.0
2_132,A2,10000.0
2_132,2_132,10000.0
25_133,25_133,10000.0
25_133,A25,10000.0
30_135,30_135,10000.0
30_135,135_147,10000.0
30_135,A30,10000.0
99_102,99_102,10000.0
99_102,A99,10000.0
49_117,117_139,10000.0
49_117,49_117,10000.0
49_117,A49,10000.0
49_117,139_148,10000.0
49_117,117_141,10000.0
18_109,18_109,10000.0
A79,A79,10000.0
135_147,30_135,10000.0
135_147,135_147,10000.0
135_147,A30,10000.0
A80,A80,10000.0
A80,80_145,10000.0
A45,A45,10000.0
A45,45_142,10000.0
45_142,A45,10000.0
45_142,45_142,10000.0
A49,117_139,10000.0
A49,49_117,10000.0
A49,A49,10000.0
A49,139_148,10000.0
A49,117_141,10000.0
34_121,34_121,10000.0
34_121,121_130,10000.0
A33,A33,10000.0
A84,A84,10000.0
A84,84_110,10000.0
122_137,122_137,10000.0
A51,A51,10000.0
115_123,115_123,10000.0
84_110,A84,10000.0
84_110,84_110,10000.0
A52,A52,10000.0
A5,A5,10000.0
A56,A56,10000.0
A56,56_127,10000.0
A28,A28,10000.0
A12,A12,10000.0
A55,A55,10000.0
A85,A85,10000.0
A6,A6,10000.0
80_145,A80,10000.0
80_145,80_145,10000.0
A41,A41,10000.0
A48,A48,10000.0
A44,A44,10000.0
24_114,24_114,10000.0
9_144,A9,10000.0
9_144,9_144,10000.0
24_107,24_107,10000.0
121_130,34_121,10000.0
121_130,121_130,10000.0
A30,30_135,10000.0
A30,135_147,10000.0
A30,A30,10000.0
A11,118_146,10000.0
A11,11_104,10000.0
A11,A11,10000.0
A11,11_118,10000.0
A11,104_122,10000.0
A59,A59,10000.0
11_118,118_146,10000.0
11_118,11_104,10000.0
11_118,A11,10000.0
11_118,11_118,10000.0
11_118,104_122,10000.0
A19,A19,10000.0
A78,A78,10000.0
A94,A94,10000.0
12_131,12_131,10000.0
A35,A35,10000.0
A81,A81,10000.0
21_119,A21,10000.0
21_119,21_119,10000.0
A29,A29,10000.0
94_106,106_143,10000.0
94_106,94_106,10000.0
A34,34_116,10000.0
A34,A34,10000.0
A50,A50,10000.0
31_105,A31,10000.0
31_105,31_105,10000.0
A26,A26,10000.0
A87,A87,10000.0
38_124,A38,10000.0
38_124,38_124,10000.0
139_148,117_139,10000.0
139_148,49_117,10000.0
139_148,A49,10000.0
139_148,139_148,10000.0
139_148,117_141,10000.0
16_134,A16,10000.0
16_134,16_134,10000.0
117_141,117_139,10000.0
117_141,49_117,10000.0
117_141,A49,10000.0
117_141,139_148,10000.0
117_141,117_141,10000.0
A14,A14,10000.0
56_127,A56,10000.0
56_127,56_127,10000.0
104_122,118_146,10000.0
104_122,11_104,10000.0
104_122,A11,10000.0
104_122,11_118,10000.0
104_122,104_122,10000.0
76_108,108_113,10000.0
76_108,76_108,10000.0
A92,A92,10000.0
A61,A61,10000.0
A4,A4,10000.0
30_129,129_140,10000.0
30_129,30_129,10000.0
A23,A23,10000.0
A37,A37,10000.0
A25,25_133,10000.0
A25,A25,10000.0
14_126,14_126,10000.0
A68,A68,10000.0
A99,99_102,10000.0
A99,A99,10000.0
A88,A88,10000.0
15_149,A15,10000.0
15_149,15_149,10000.0
