from , to, time
64_112,64_112,48000.0
64_112,112_335,48000.0
64_112,112_326,48000.0
168_230,168_230,48000.0
130_311,130_311,48000.0
130_311,86_130,48000.0
271_303,271_303,48000.0
97_288,97_288,48000.0
A20,A20,48000.0
A20,20_197,48000.0
281_327,281_327,48000.0
297_308,297_308,48000.0
264_283,264_283,48000.0
300_318,300_318,48000.0
300_318,51_300,48000.0
262_275,262_275,48000.0
208_330,208_330,48000.0
208_330,55_208,48000.0
20_314,20_314,48000.0
20_314,314_333,48000.0
314_333,20_314,48000.0
314_333,314_333,48000.0
294_334,294_334,48000.0
294_334,226_294,48000.0
99_302,99_302,48000.0
99_302,A99,48000.0
68_247,68_247,48000.0
68_247,247_332,48000.0
68_247,A68,48000.0
225_255,225_255,48000.0
225_255,255_320,48000.0
201_270,201_270,48000.0
201_270,270_312,48000.0
126_232,126_232,48000.0
97_293,97_293,48000.0
225_299,225_299,48000.0
175_323,175_323,48000.0
175_323,132_175,48000.0
112_335,64_112,48000.0
112_335,112_335,48000.0
112_335,112_326,48000.0
146_170,146_170,48000.0
A91,A91,48000.0
A91,91_282,48000.0
280_292,280_292,48000.0
280_292,292_319,48000.0
219_265,219_265,48000.0
80_258,80_258,48000.0
80_258,258_317,48000.0
225_248,225_248,48000.0
154_249,154_249,48000.0
281_316,281_316,48000.0
281_316,263_281,48000.0
239_264,239_264,48000.0
271_315,271_315,48000.0
271_315,271_331,48000.0
271_315,170_271,48000.0
256_277,256_277,48000.0
17_322,17_322,48000.0
207_235,207_235,48000.0
207_235,235_297,48000.0
44_179,44_179,48000.0
44_179,179_306,48000.0
44_179,179_339,48000.0
38_195,38_195,48000.0
58_278,58_278,48000.0
58_278,278_338,48000.0
44_189,44_189,48000.0
216_223,216_223,48000.0
216_223,216_337,48000.0
216_223,196_216,48000.0
A99,99_302,48000.0
A99,A99,48000.0
59_180,59_180,48000.0
59_180,180_336,48000.0
216_337,216_223,48000.0
216_337,216_337,48000.0
216_337,196_216,48000.0
271_331,271_315,48000.0
271_331,271_331,48000.0
271_331,170_271,48000.0
234_289,234_289,48000.0
132_175,175_323,48000.0
132_175,132_175,48000.0
247_332,68_247,48000.0
247_332,247_332,48000.0
247_332,A68,48000.0
170_226,170_226,48000.0
179_306,44_179,48000.0
179_306,179_306,48000.0
179_306,179_339,48000.0
91_282,A91,48000.0
91_282,91_282,48000.0
20_197,A20,48000.0
20_197,20_197,48000.0
195_262,195_262,48000.0
239_286,239_286,48000.0
91_274,91_274,48000.0
258_317,80_258,48000.0
258_317,258_317,48000.0
43_151,43_151,48000.0
318_329,318_329,48000.0
167_200,167_200,48000.0
130_268,130_268,48000.0
196_216,216_223,48000.0
196_216,216_337,48000.0
196_216,196_216,48000.0
237_267,237_267,48000.0
180_336,59_180,48000.0
180_336,180_336,48000.0
175_259,175_259,48000.0
A89,A89,48000.0
A32,A32,48000.0
292_319,280_292,48000.0
292_319,292_319,48000.0
54_178,54_178,48000.0
86_130,130_311,48000.0
86_130,86_130,48000.0
278_338,58_278,48000.0
278_338,278_338,48000.0
130_328,130_328,48000.0
209_236,209_236,48000.0
200_324,200_324,48000.0
110_147,110_147,48000.0
170_305,170_305,48000.0
182_251,182_251,48000.0
182_251,251_296,48000.0
242_252,242_252,48000.0
215_257,215_257,48000.0
96_227,96_227,48000.0
112_326,64_112,48000.0
112_326,112_335,48000.0
112_326,112_326,48000.0
263_281,281_316,48000.0
263_281,263_281,48000.0
250_263,250_263,48000.0
51_300,300_318,48000.0
51_300,51_300,48000.0
145_321,145_321,48000.0
226_294,294_334,48000.0
226_294,226_294,48000.0
255_320,225_255,48000.0
255_320,255_320,48000.0
A30,A30,48000.0
7_220,7_220,48000.0
251_296,182_251,48000.0
251_296,251_296,48000.0
A47,A47,48000.0
A17,A17,48000.0
268_325,268_325,48000.0
270_312,201_270,48000.0
270_312,270_312,48000.0
90_243,90_243,48000.0
A68,68_247,48000.0
A68,247_332,48000.0
A68,A68,48000.0
55_208,208_330,48000.0
55_208,55_208,48000.0
235_297,207_235,48000.0
235_297,235_297,48000.0
170_271,271_315,48000.0
170_271,271_331,48000.0
170_271,170_271,48000.0
179_339,44_179,48000.0
179_339,179_306,48000.0
179_339,179_339,48000.0
