from , to, weight, time
110_125,102_110,-0.982686695821529,25000.0
81_132,A81,-0.9279401142137237,25000.0
88_135,A88,-0.8439143154917437,25000.0
88_108,108_115,-0.8527179329900939,25000.0
A88,88_108,-0.8413763036450653,25000.0
A37,37_137,-0.9518202367375683,25000.0
102_110,53_102,-0.8868364443685214,25000.0
53_102,102_131,-0.9448542387102719,25000.0
A25,25_105,-0.8025979853713234,25000.0
A75,75_122,-0.9221194075337676,25000.0
A76,76_129,-0.9296396943921853,25000.0
102_131,53_102,-0.9108980816095525,25000.0
6_112,A6,-0.7159623910282469,25000.0
48_136,A48,-0.9373071346543731,25000.0
