47.0,54_178
40.0,170_305
41.0,292_319
23.0,294_334
57.0,20_197
126.0,110_147
141.0,A32
0.0,274_347
47.0,20_314
33.0,255_320
67.0,225_299
66.0,182_251
118.0,38_195
0.0,302_340
0.0,312_342
85.0,55_208
57.0,237_267
118.0,146_170
55.0,263_281
74.0,126_232
86.0,91_274
51.0,179_306
44.0,80_258
33.0,59_180
55.0,234_289
35.0,130_328
61.0,225_248
109.0,44_189
99.0,A47
18.0,278_338
39.0,239_264
58.0,154_249
0.0,288_344
44.0,271_315
62.0,43_151
0.0,289_343
24.0,247_332
44.0,130_311
60.0,235_297
32.0,7_220
106.0,209_236
144.0,A68
68.0,170_271
31.0,145_321
75.0,96_227
40.0,281_316
41.0,281_327
124.0,A89
42.0,271_303
28.0,17_322
45.0,256_277
82.0,175_259
41.0,239_286
27.0,180_336
48.0,201_270
38.0,112_326
77.0,168_230
69.0,300_318
29.0,58_278
34.0,216_337
71.0,262_275
70.0,51_300
100.0,A17
120.0,132_175
73.0,A20
78.0,97_288
62.0,250_263
60.0,207_235
27.0,90_243
80.0,130_268
35.0,99_302
57.0,215_257
65.0,242_252
34.0,175_323
21.0,271_331
105.0,A30
36.0,200_324
45.0,264_283
53.0,225_255
44.0,297_308
0.0,220_348
39.0,97_293
114.0,86_130
67.0,280_292
39.0,270_312
137.0,196_216
0.0,258_345
88.0,195_262
37.0,258_317
26.0,318_329
120.0,167_200
33.0,179_339
0.0,281_346
56.0,91_282
59.0,251_296
19.0,112_335
22.0,208_330
0.0,200_341
22.0,314_333
0.0,189_349
