from , to, time
A78,A78,10000.0
A24,A24,10000.0
A51,A51,10000.0
A51,51_111,10000.0
A51,111_124,10000.0
A17,A17,10000.0
A47,A47,10000.0
A47,113_140,10000.0
A47,47_113,10000.0
A37,A37,10000.0
A12,A12,10000.0
A12,105_127,10000.0
A12,12_105,10000.0
A5,A5,10000.0
63_149,63_149,10000.0
63_149,A63,10000.0
A62,A62,10000.0
51_111,A51,10000.0
51_111,51_111,10000.0
51_111,111_124,10000.0
76_141,76_141,10000.0
76_141,A76,10000.0
A99,A99,10000.0
72_130,72_130,10000.0
72_130,130_142,10000.0
72_130,A72,10000.0
A77,A77,10000.0
A80,A80,10000.0
A80,80_106,10000.0
113_140,A47,10000.0
113_140,113_140,10000.0
113_140,47_113,10000.0
A55,A55,10000.0
A66,A66,10000.0
A4,A4,10000.0
107_114,107_114,10000.0
107_114,107_122,10000.0
107_114,53_116,10000.0
47_113,A47,10000.0
47_113,113_140,10000.0
47_113,47_113,10000.0
45_102,45_102,10000.0
45_102,A45,10000.0
A22,A22,10000.0
A22,22_144,10000.0
A74,A74,10000.0
107_122,107_114,10000.0
107_122,107_122,10000.0
107_122,53_107,10000.0
107_122,53_116,10000.0
A54,A54,10000.0
22_144,A22,10000.0
22_144,22_144,10000.0
42_126,42_126,10000.0
42_126,A42,10000.0
A16,A16,10000.0
A43,A43,10000.0
A43,43_132,10000.0
A61,A61,10000.0
A94,A94,10000.0
130_142,72_130,10000.0
130_142,130_142,10000.0
130_142,A72,10000.0
111_124,A51,10000.0
111_124,51_111,10000.0
111_124,111_124,10000.0
A85,A85,10000.0
A14,A14,10000.0
A97,A97,10000.0
A88,A88,10000.0
A95,A95,10000.0
A95,95_146,10000.0
A95,128_134,10000.0
0_115,0_115,10000.0
A3,A3,10000.0
76_139,76_139,10000.0
A34,A34,10000.0
A34,34_135,10000.0
A75,A75,10000.0
A63,63_149,10000.0
A63,A63,10000.0
A87,A87,10000.0
A87,87_147,10000.0
A76,76_141,10000.0
A76,A76,10000.0
A29,A29,10000.0
105_127,A12,10000.0
105_127,105_127,10000.0
105_127,12_105,10000.0
92_148,92_148,10000.0
92_148,A92,10000.0
A38,A38,10000.0
36_137,36_137,10000.0
36_137,A36,10000.0
36_137,117_136,10000.0
A92,92_148,10000.0
A92,A92,10000.0
A41,A41,10000.0
80_106,A80,10000.0
80_106,80_106,10000.0
34_135,A34,10000.0
34_135,34_135,10000.0
19_145,19_145,10000.0
19_145,A19,10000.0
A71,A71,10000.0
68_143,68_143,10000.0
68_143,A68,10000.0
A68,68_143,10000.0
A68,A68,10000.0
A93,A93,10000.0
A36,36_137,10000.0
A36,A36,10000.0
A36,117_136,10000.0
53_107,107_122,10000.0
53_107,53_107,10000.0
53_107,53_116,10000.0
A56,A56,10000.0
A45,45_102,10000.0
A45,A45,10000.0
A30,A30,10000.0
A27,A27,10000.0
A90,A90,10000.0
A49,A49,10000.0
A11,A11,10000.0
66_138,66_138,10000.0
64_123,64_123,10000.0
64_123,108_118,10000.0
64_123,118_121,10000.0
64_123,A64,10000.0
A60,A60,10000.0
43_132,A43,10000.0
43_132,43_132,10000.0
A83,A83,10000.0
98_101,98_101,10000.0
98_101,A98,10000.0
A59,A59,10000.0
95_146,A95,10000.0
95_146,95_146,10000.0
95_146,128_134,10000.0
87_147,A87,10000.0
87_147,87_147,10000.0
108_118,64_123,10000.0
108_118,108_118,10000.0
108_118,118_121,10000.0
108_118,A64,10000.0
12_105,A12,10000.0
12_105,105_127,10000.0
12_105,12_105,10000.0
A15,A15,10000.0
A72,72_130,10000.0
A72,130_142,10000.0
A72,A72,10000.0
118_121,64_123,10000.0
118_121,108_118,10000.0
118_121,118_121,10000.0
118_121,A64,10000.0
A53,A53,10000.0
A53,53_116,10000.0
78_110,78_110,10000.0
53_116,107_114,10000.0
53_116,107_122,10000.0
53_116,53_107,10000.0
53_116,A53,10000.0
53_116,53_116,10000.0
A84,A84,10000.0
A40,A40,10000.0
A98,98_101,10000.0
A98,A98,10000.0
A42,42_126,10000.0
A42,A42,10000.0
117_136,36_137,10000.0
117_136,A36,10000.0
117_136,117_136,10000.0
A18,A18,10000.0
A1,A1,10000.0
A64,64_123,10000.0
A64,108_118,10000.0
A64,118_121,10000.0
A64,A64,10000.0
A19,19_145,10000.0
A19,A19,10000.0
128_134,A95,10000.0
128_134,95_146,10000.0
128_134,128_134,10000.0
104_128,104_128,10000.0
A20,A20,10000.0
