from , to, time
92_116,92_116,30000.0
92_116,A92,30000.0
92_116,116_216,30000.0
138_179,138_179,30000.0
217_243,217_243,30000.0
217_243,165_186,30000.0
217_243,186_217,30000.0
194_234,194_234,30000.0
194_234,61_194,30000.0
166_175,166_175,30000.0
166_175,71_152,30000.0
166_175,152_210,30000.0
166_175,152_206,30000.0
166_175,206_242,30000.0
166_175,71_235,30000.0
A92,92_116,30000.0
A92,A92,30000.0
A92,116_216,30000.0
71_152,166_175,30000.0
71_152,71_152,30000.0
71_152,152_210,30000.0
71_152,152_206,30000.0
71_152,A71,30000.0
71_152,206_242,30000.0
71_152,71_235,30000.0
178_209,178_209,30000.0
178_209,209_246,30000.0
178_209,209_230,30000.0
A86,A86,30000.0
A86,203_245,30000.0
A86,86_190,30000.0
A86,190_203,30000.0
A86,86_240,30000.0
135_160,135_160,30000.0
152_210,166_175,30000.0
152_210,71_152,30000.0
152_210,152_210,30000.0
152_210,152_206,30000.0
152_210,206_242,30000.0
152_210,71_235,30000.0
A21,A21,30000.0
208_219,208_219,30000.0
208_219,A78,30000.0
208_219,78_184,30000.0
208_219,184_208,30000.0
208_219,219_244,30000.0
208_219,78_162,30000.0
3_191,3_191,30000.0
3_191,170_201,30000.0
3_191,120_140,30000.0
3_191,140_183,30000.0
165_186,217_243,30000.0
165_186,165_186,30000.0
165_186,186_217,30000.0
A9,A9,30000.0
A20,A20,30000.0
A89,A89,30000.0
A89,89_143,30000.0
A17,A17,30000.0
A17,17_156,30000.0
35_213,35_213,30000.0
35_213,213_226,30000.0
116_216,92_116,30000.0
116_216,A92,30000.0
116_216,116_216,30000.0
191_218,191_218,30000.0
191_218,170_201,30000.0
191_218,120_168,30000.0
191_218,120_140,30000.0
191_218,140_183,30000.0
209_246,178_209,30000.0
209_246,209_246,30000.0
209_246,209_230,30000.0
A78,208_219,30000.0
A78,A78,30000.0
A78,78_184,30000.0
A78,184_208,30000.0
A78,219_244,30000.0
A78,78_162,30000.0
116_205,116_205,30000.0
186_217,217_243,30000.0
186_217,165_186,30000.0
186_217,186_217,30000.0
A59,A59,30000.0
A33,A33,30000.0
A33,33_227,30000.0
29_104,29_104,30000.0
29_104,29_136,30000.0
A96,A96,30000.0
A96,96_249,30000.0
78_184,208_219,30000.0
78_184,A78,30000.0
78_184,78_184,30000.0
78_184,184_208,30000.0
78_184,219_244,30000.0
78_184,78_162,30000.0
0_144,0_144,30000.0
0_144,A0,30000.0
8_145,8_145,30000.0
125_157,125_157,30000.0
170_201,3_191,30000.0
170_201,191_218,30000.0
170_201,170_201,30000.0
170_201,120_168,30000.0
170_201,120_140,30000.0
170_201,140_183,30000.0
203_245,A86,30000.0
203_245,203_245,30000.0
203_245,86_190,30000.0
203_245,190_203,30000.0
203_245,86_240,30000.0
224_239,224_239,30000.0
211_241,211_241,30000.0
211_241,58_124,30000.0
211_241,225_232,30000.0
211_241,124_211,30000.0
A0,0_144,30000.0
A0,A0,30000.0
115_187,115_187,30000.0
115_187,187_228,30000.0
184_208,208_219,30000.0
184_208,A78,30000.0
184_208,78_184,30000.0
184_208,184_208,30000.0
184_208,219_244,30000.0
184_208,78_162,30000.0
A84,A84,30000.0
A84,84_163,30000.0
89_143,A89,30000.0
89_143,89_143,30000.0
209_230,178_209,30000.0
209_230,209_246,30000.0
209_230,209_230,30000.0
120_168,191_218,30000.0
120_168,170_201,30000.0
120_168,120_168,30000.0
120_168,120_140,30000.0
120_168,140_183,30000.0
17_156,A17,30000.0
17_156,17_156,30000.0
64_155,64_155,30000.0
173_237,173_237,30000.0
173_237,139_173,30000.0
173_237,237_248,30000.0
60_202,60_202,30000.0
60_202,60_195,30000.0
A6,A6,30000.0
A16,A16,30000.0
A16,16_212,30000.0
120_140,3_191,30000.0
120_140,191_218,30000.0
120_140,170_201,30000.0
120_140,120_168,30000.0
120_140,120_140,30000.0
120_140,140_183,30000.0
61_194,194_234,30000.0
61_194,61_194,30000.0
A73,A73,30000.0
A87,A87,30000.0
A87,87_231,30000.0
58_124,211_241,30000.0
58_124,58_124,30000.0
58_124,225_232,30000.0
58_124,124_211,30000.0
86_190,A86,30000.0
86_190,203_245,30000.0
86_190,86_190,30000.0
86_190,190_203,30000.0
86_190,86_240,30000.0
70_174,70_174,30000.0
213_226,35_213,30000.0
213_226,213_226,30000.0
12_214,12_214,30000.0
187_228,115_187,30000.0
187_228,187_228,30000.0
225_232,211_241,30000.0
225_232,58_124,30000.0
225_232,225_232,30000.0
225_232,124_211,30000.0
140_183,3_191,30000.0
140_183,191_218,30000.0
140_183,170_201,30000.0
140_183,120_168,30000.0
140_183,120_140,30000.0
140_183,140_183,30000.0
190_203,A86,30000.0
190_203,203_245,30000.0
190_203,86_190,30000.0
190_203,190_203,30000.0
190_203,86_240,30000.0
124_211,211_241,30000.0
124_211,58_124,30000.0
124_211,225_232,30000.0
124_211,124_211,30000.0
60_195,60_202,30000.0
60_195,60_195,30000.0
29_136,29_104,30000.0
29_136,29_136,30000.0
33_227,A33,30000.0
33_227,33_227,30000.0
116_233,116_233,30000.0
152_206,166_175,30000.0
152_206,71_152,30000.0
152_206,152_210,30000.0
152_206,152_206,30000.0
152_206,A71,30000.0
152_206,206_242,30000.0
152_206,71_235,30000.0
88_103,88_103,30000.0
88_103,149_221,30000.0
A44,A44,30000.0
A54,A54,30000.0
219_244,208_219,30000.0
219_244,A78,30000.0
219_244,78_184,30000.0
219_244,184_208,30000.0
219_244,219_244,30000.0
219_244,78_162,30000.0
74_181,74_181,30000.0
74_181,A74,30000.0
139_173,173_237,30000.0
139_173,139_173,30000.0
139_173,237_248,30000.0
103_149,103_149,30000.0
103_149,149_221,30000.0
36_119,36_119,30000.0
175_220,175_220,30000.0
86_240,A86,30000.0
86_240,203_245,30000.0
86_240,86_190,30000.0
86_240,190_203,30000.0
86_240,86_240,30000.0
A71,71_152,30000.0
A71,152_206,30000.0
A71,A71,30000.0
A71,206_242,30000.0
128_247,128_247,30000.0
128_247,90_128,30000.0
206_242,166_175,30000.0
206_242,71_152,30000.0
206_242,152_210,30000.0
206_242,152_206,30000.0
206_242,A71,30000.0
206_242,206_242,30000.0
206_242,71_235,30000.0
A32,A32,30000.0
90_128,128_247,30000.0
90_128,90_128,30000.0
29_198,29_198,30000.0
29_198,136_204,30000.0
53_117,53_117,30000.0
71_235,166_175,30000.0
71_235,71_152,30000.0
71_235,152_210,30000.0
71_235,152_206,30000.0
71_235,206_242,30000.0
71_235,71_235,30000.0
89_207,89_207,30000.0
237_248,173_237,30000.0
237_248,139_173,30000.0
237_248,237_248,30000.0
78_162,208_219,30000.0
78_162,A78,30000.0
78_162,78_184,30000.0
78_162,184_208,30000.0
78_162,219_244,30000.0
78_162,78_162,30000.0
16_212,A16,30000.0
16_212,16_212,30000.0
70_182,70_182,30000.0
136_204,29_198,30000.0
136_204,136_204,30000.0
149_221,88_103,30000.0
149_221,103_149,30000.0
149_221,149_221,30000.0
A74,74_181,30000.0
A74,A74,30000.0
87_231,A87,30000.0
87_231,87_231,30000.0
84_163,A84,30000.0
84_163,84_163,30000.0
53_101,53_101,30000.0
96_249,A96,30000.0
96_249,96_249,30000.0
