from , to, time
A60,A60,28000.0
217_229,217_229,28000.0
55_208,55_208,28000.0
55_208,208_239,28000.0
A58,A58,28000.0
A58,58_154,28000.0
A97,A97,28000.0
A68,A68,28000.0
20_197,20_197,28000.0
20_197,A20,28000.0
20_197,20_233,28000.0
167_200,167_200,28000.0
27_201,27_201,28000.0
64_112,64_112,28000.0
206_231,206_231,28000.0
206_231,32_206,28000.0
120_204,120_204,28000.0
128_209,128_209,28000.0
128_209,209_236,28000.0
128_209,118_123,28000.0
128_209,88_128,28000.0
A56,A56,28000.0
A32,A32,28000.0
134_211,134_211,28000.0
205_224,205_224,28000.0
A73,A73,28000.0
175_210,175_210,28000.0
114_122,114_122,28000.0
86_130,86_130,28000.0
86_130,130_238,28000.0
44_191,44_191,28000.0
105_205,105_205,28000.0
3_145,3_145,28000.0
A0,A0,28000.0
A20,20_197,28000.0
A20,A20,28000.0
A20,20_233,28000.0
A96,A96,28000.0
130_238,86_130,28000.0
130_238,130_238,28000.0
A36,A36,28000.0
54_178,54_178,28000.0
54_178,A54,28000.0
126_187,126_187,28000.0
126_187,126_232,28000.0
126_187,41_126,28000.0
A12,A12,28000.0
38_195,38_195,28000.0
38_195,A38,28000.0
89_139,89_139,28000.0
89_139,A89,28000.0
A38,38_195,28000.0
A38,A38,28000.0
A50,A50,28000.0
A80,A80,28000.0
40_105,40_105,28000.0
126_232,126_187,28000.0
126_232,126_232,28000.0
126_232,41_126,28000.0
A44,A44,28000.0
121_182,121_182,28000.0
134_198,134_198,28000.0
A47,A47,28000.0
168_230,168_230,28000.0
168_230,117_168,28000.0
59_180,59_180,28000.0
59_180,A59,28000.0
167_192,167_192,28000.0
167_192,215_234,28000.0
167_192,192_215,28000.0
A7,A7,28000.0
A7,7_220,28000.0
196_216,196_216,28000.0
196_216,159_196,28000.0
139_157,139_157,28000.0
117_168,168_230,28000.0
117_168,117_168,28000.0
17_225,17_225,28000.0
17_225,A17,28000.0
147_237,147_237,28000.0
147_237,110_147,28000.0
215_234,167_192,28000.0
215_234,215_234,28000.0
215_234,192_215,28000.0
43_151,43_151,28000.0
159_196,196_216,28000.0
159_196,159_196,28000.0
44_179,44_179,28000.0
110_147,147_237,28000.0
110_147,110_147,28000.0
32_206,206_231,28000.0
32_206,32_206,28000.0
20_233,20_197,28000.0
20_233,A20,28000.0
20_233,20_233,28000.0
99_156,99_156,28000.0
32_136,32_136,28000.0
207_235,207_235,28000.0
207_235,95_207,28000.0
7_220,A7,28000.0
7_220,7_220,28000.0
168_193,168_193,28000.0
209_236,128_209,28000.0
209_236,209_236,28000.0
209_236,118_123,28000.0
209_236,88_128,28000.0
73_162,73_162,28000.0
A99,A99,28000.0
A90,A90,28000.0
167_219,167_219,28000.0
A31,A31,28000.0
118_123,128_209,28000.0
118_123,209_236,28000.0
118_123,118_123,28000.0
118_123,88_128,28000.0
58_154,A58,28000.0
58_154,58_154,28000.0
44_189,44_189,28000.0
62_169,62_169,28000.0
62_169,169_186,28000.0
181_203,181_203,28000.0
88_128,128_209,28000.0
88_128,209_236,28000.0
88_128,118_123,28000.0
88_128,88_128,28000.0
126_141,126_141,28000.0
A17,17_225,28000.0
A17,A17,28000.0
59_221,59_221,28000.0
A27,A27,28000.0
A54,54_178,28000.0
A54,A54,28000.0
126_217,126_217,28000.0
A59,59_180,28000.0
A59,A59,28000.0
216_223,216_223,28000.0
132_175,132_175,28000.0
169_186,62_169,28000.0
169_186,169_186,28000.0
120_184,120_184,28000.0
96_227,96_227,28000.0
192_215,167_192,28000.0
192_215,215_234,28000.0
192_215,192_215,28000.0
A95,A95,28000.0
114_137,114_137,28000.0
146_170,146_170,28000.0
146_170,170_226,28000.0
A91,A91,28000.0
95_207,207_235,28000.0
95_207,95_207,28000.0
A51,A51,28000.0
41_126,126_187,28000.0
41_126,126_232,28000.0
41_126,41_126,28000.0
170_226,146_170,28000.0
170_226,170_226,28000.0
A30,A30,28000.0
A89,89_139,28000.0
A89,A89,28000.0
208_239,55_208,28000.0
208_239,208_239,28000.0
