from , to, time
43_151,43_151,14000.0
43_151,43_129,14000.0
43_151,A43,14000.0
43_151,129_163,14000.0
41_126,41_126,14000.0
A32,A32,14000.0
A6,A6,14000.0
A86,A86,14000.0
80_166,80_166,14000.0
80_166,A80,14000.0
43_129,43_151,14000.0
43_129,43_129,14000.0
43_129,A43,14000.0
43_129,129_163,14000.0
47_104,47_104,14000.0
47_104,A47,14000.0
32_152,32_152,14000.0
120_160,120_160,14000.0
120_160,19_120,14000.0
A33,A33,14000.0
A0,A0,14000.0
100_164,100_164,14000.0
100_164,99_100,14000.0
58_154,58_154,14000.0
58_154,A58,14000.0
A49,A49,14000.0
A62,A62,14000.0
A62,62_169,14000.0
143_165,143_165,14000.0
143_165,136_143,14000.0
143_165,32_136,14000.0
A43,43_151,14000.0
A43,43_129,14000.0
A43,A43,14000.0
A43,129_163,14000.0
A56,A56,14000.0
A55,A55,14000.0
A17,A17,14000.0
89_139,89_139,14000.0
89_139,A89,14000.0
132_149,132_149,14000.0
132_149,149_161,14000.0
A15,A15,14000.0
A87,A87,14000.0
A99,A99,14000.0
A99,99_156,14000.0
A99,156_167,14000.0
149_161,132_149,14000.0
149_161,149_161,14000.0
A92,A92,14000.0
A22,A22,14000.0
136_143,143_165,14000.0
136_143,136_143,14000.0
136_143,32_136,14000.0
A39,A39,14000.0
121_144,121_144,14000.0
A20,A20,14000.0
A58,58_154,14000.0
A58,A58,14000.0
A96,A96,14000.0
99_156,A99,14000.0
99_156,99_156,14000.0
99_156,156_167,14000.0
A73,A73,14000.0
A73,73_117,14000.0
A73,73_162,14000.0
A73,117_168,14000.0
A53,A53,14000.0
A24,A24,14000.0
3_145,3_145,14000.0
3_145,A3,14000.0
91_150,91_150,14000.0
91_150,A91,14000.0
15_159,15_159,14000.0
A95,A95,14000.0
A52,A52,14000.0
A4,A4,14000.0
A4,4_155,14000.0
110_147,110_147,14000.0
99_100,100_164,14000.0
99_100,99_100,14000.0
A1,A1,14000.0
A1,1_110,14000.0
19_120,120_160,14000.0
19_120,19_120,14000.0
A80,80_166,14000.0
A80,A80,14000.0
30_138,30_138,14000.0
30_138,A30,14000.0
A60,A60,14000.0
A27,A27,14000.0
35_114,35_114,14000.0
74_119,74_119,14000.0
133_146,133_146,14000.0
4_155,A4,14000.0
4_155,4_155,14000.0
114_137,114_137,14000.0
A47,47_104,14000.0
A47,A47,14000.0
A12,A12,14000.0
A97,A97,14000.0
129_163,43_151,14000.0
129_163,43_129,14000.0
129_163,A43,14000.0
129_163,129_163,14000.0
A31,A31,14000.0
139_157,139_157,14000.0
73_117,A73,14000.0
73_117,73_117,14000.0
73_117,73_162,14000.0
73_117,117_168,14000.0
64_112,64_112,14000.0
A36,A36,14000.0
A3,3_145,14000.0
A3,A3,14000.0
A51,A51,14000.0
118_123,118_123,14000.0
A90,A90,14000.0
73_162,A73,14000.0
73_162,73_117,14000.0
73_162,73_162,14000.0
73_162,117_168,14000.0
86_130,86_130,14000.0
117_168,A73,14000.0
117_168,73_117,14000.0
117_168,73_162,14000.0
117_168,117_168,14000.0
A30,30_138,14000.0
A30,A30,14000.0
A59,A59,14000.0
141_158,141_158,14000.0
A38,A38,14000.0
A68,A68,14000.0
44_134,44_134,14000.0
44_134,A44,14000.0
12_132,12_132,14000.0
A19,A19,14000.0
39_121,39_121,14000.0
A26,A26,14000.0
126_141,126_141,14000.0
88_128,88_128,14000.0
88_128,128_153,14000.0
32_136,143_165,14000.0
32_136,136_143,14000.0
32_136,32_136,14000.0
A89,89_139,14000.0
A89,A89,14000.0
A50,A50,14000.0
A7,A7,14000.0
156_167,A99,14000.0
156_167,99_156,14000.0
156_167,156_167,14000.0
A54,A54,14000.0
A44,44_134,14000.0
A44,A44,14000.0
1_110,A1,14000.0
1_110,1_110,14000.0
A91,91_150,14000.0
A91,A91,14000.0
7_135,7_135,14000.0
40_105,40_105,14000.0
128_153,88_128,14000.0
128_153,128_153,14000.0
114_122,114_122,14000.0
62_169,A62,14000.0
62_169,62_169,14000.0
