22.0,264_283
64.0,A91
22.0,263_281
72.0,134_211
90.0,A97
28.0,239_286
0.0,298_307
48.0,126_217
55.0,195_262
100.0,196_216
24.0,276_285
120.0,A32
32.0,201_270
46.0,242_252
124.0,A89
42.0,20_233
61.0,96_227
32.0,7_220
58.0,225_248
0.0,99_302
52.0,154_249
30.0,191_253
24.0,247_290
63.0,3_145
75.0,192_215
76.0,130_238
82.0,146_170
35.0,170_271
68.0,175_259
41.0,105_205
21.0,234_289
0.0,170_305
69.0,168_230
116.0,167_200
117.0,38_195
72.0,208_239
0.0,145_304
35.0,211_266
0.0,271_303
87.0,68_247
34.0,97_293
32.0,256_277
60.0,17_225
44.0,91_274
47.0,54_178
53.0,A20
54.0,167_219
46.0,189_276
99.0,44_179
42.0,91_282
63.0,209_244
56.0,250_263
23.0,225_299
92.0,A47
0.0,219_301
95.0,86_130
28.0,268_298
65.0,55_208
0.0,297_308
44.0,215_257
27.0,90_243
48.0,182_251
96.0,209_236
39.0,170_284
23.0,58_278
62.0,43_151
45.0,219_265
32.0,59_180
32.0,189_295
80.0,170_226
87.0,A17
39.0,225_255
23.0,80_258
56.0,64_112
29.0,207_235
24.0,226_294
70.0,A51
26.0,217_279
165.0,A99
69.0,126_232
35.0,251_296
103.0,A68
102.0,132_175
98.0,216_223
37.0,237_267
62.0,A56
31.0,239_264
106.0,44_189
47.0,262_275
18.0,235_297
26.0,280_292
32.0,130_268
123.0,110_147
105.0,A30
0.0,179_306
132.0,126_187
50.0,97_288
36.0,20_197
0.0,51_300
0.0,187_309
