from , to, time
A16,A16,6000.0
34_121,34_121,6000.0
34_121,A34,6000.0
34_121,34_116,6000.0
A33,A33,6000.0
A25,A25,6000.0
A48,A48,6000.0
A3,A3,6000.0
99_102,99_102,6000.0
99_102,A99,6000.0
A55,A55,6000.0
A55,55_101,6000.0
A81,A81,6000.0
31_105,31_105,6000.0
31_105,A31,6000.0
A68,A68,6000.0
24_107,24_107,6000.0
24_107,A24,6000.0
A1,A1,6000.0
A59,A59,6000.0
A89,A89,6000.0
11_104,11_104,6000.0
11_104,11_118,6000.0
11_104,A11,6000.0
11_104,104_122,6000.0
A71,A71,6000.0
A12,A12,6000.0
A79,A79,6000.0
A50,A50,6000.0
A21,A21,6000.0
A21,21_119,6000.0
112_120,112_120,6000.0
112_120,56_127,6000.0
112_120,A56,6000.0
112_120,56_112,6000.0
49_117,49_117,6000.0
49_117,A49,6000.0
A51,A51,6000.0
A44,A44,6000.0
A20,A20,6000.0
56_127,112_120,6000.0
56_127,56_127,6000.0
56_127,A56,6000.0
56_127,56_112,6000.0
A52,A52,6000.0
36_103,36_103,6000.0
A94,A94,6000.0
84_110,84_110,6000.0
84_110,A84,6000.0
11_118,11_104,6000.0
11_118,11_118,6000.0
11_118,A11,6000.0
11_118,104_122,6000.0
94_106,94_106,6000.0
A49,49_117,6000.0
A49,A49,6000.0
A88,A88,6000.0
21_119,A21,6000.0
21_119,21_119,6000.0
A28,A28,6000.0
18_109,18_109,6000.0
108_113,108_113,6000.0
108_113,A76,6000.0
108_113,76_108,6000.0
55_101,A55,6000.0
55_101,55_101,6000.0
A31,31_105,6000.0
A31,A31,6000.0
A9,A9,6000.0
A9,9_128,6000.0
A2,A2,6000.0
A14,A14,6000.0
A14,14_126,6000.0
A87,A87,6000.0
A99,99_102,6000.0
A99,A99,6000.0
A13,A13,6000.0
A30,A30,6000.0
A30,30_129,6000.0
A45,A45,6000.0
A6,A6,6000.0
A26,A26,6000.0
A76,108_113,6000.0
A76,A76,6000.0
A76,76_108,6000.0
A8,A8,6000.0
A60,A60,6000.0
A34,34_121,6000.0
A34,A34,6000.0
A34,34_116,6000.0
85_125,85_125,6000.0
85_125,A85,6000.0
A54,A54,6000.0
A56,112_120,6000.0
A56,56_127,6000.0
A56,A56,6000.0
A56,56_112,6000.0
A15,A15,6000.0
A80,A80,6000.0
A35,A35,6000.0
A85,85_125,6000.0
A85,A85,6000.0
A90,A90,6000.0
A5,A5,6000.0
A32,A32,6000.0
A47,A47,6000.0
A96,A96,6000.0
A84,84_110,6000.0
A84,A84,6000.0
34_116,34_121,6000.0
34_116,A34,6000.0
34_116,34_116,6000.0
A39,A39,6000.0
A78,A78,6000.0
9_128,A9,6000.0
9_128,9_128,6000.0
38_115,38_115,6000.0
38_115,A38,6000.0
38_115,38_124,6000.0
38_115,115_123,6000.0
A69,A69,6000.0
A24,24_107,6000.0
A24,A24,6000.0
A92,A92,6000.0
A0,A0,6000.0
A38,38_115,6000.0
A38,A38,6000.0
A38,38_124,6000.0
A38,115_123,6000.0
A11,11_104,6000.0
A11,11_118,6000.0
A11,A11,6000.0
A11,104_122,6000.0
A19,A19,6000.0
56_112,112_120,6000.0
56_112,56_127,6000.0
56_112,A56,6000.0
56_112,56_112,6000.0
A4,A4,6000.0
A63,A63,6000.0
38_124,38_115,6000.0
38_124,A38,6000.0
38_124,38_124,6000.0
38_124,115_123,6000.0
A46,A46,6000.0
A75,A75,6000.0
14_126,A14,6000.0
14_126,14_126,6000.0
A61,A61,6000.0
A41,A41,6000.0
A65,A65,6000.0
A37,A37,6000.0
A93,A93,6000.0
76_108,108_113,6000.0
76_108,A76,6000.0
76_108,76_108,6000.0
115_123,38_115,6000.0
115_123,A38,6000.0
115_123,38_124,6000.0
115_123,115_123,6000.0
A23,A23,6000.0
A77,A77,6000.0
A29,A29,6000.0
24_114,24_114,6000.0
104_122,11_104,6000.0
104_122,11_118,6000.0
104_122,A11,6000.0
104_122,104_122,6000.0
30_129,A30,6000.0
30_129,30_129,6000.0
