from , to, time
A89,A89,34000.0
A89,89_143,34000.0
87_262,87_262,34000.0
87_262,87_231,34000.0
87_262,A87,34000.0
35_213,35_213,34000.0
136_204,136_204,34000.0
136_204,198_267,34000.0
136_204,29_136,34000.0
136_204,29_198,34000.0
203_245,203_245,34000.0
203_245,86_190,34000.0
203_245,86_240,34000.0
203_245,A86,34000.0
203_245,190_203,34000.0
203_245,203_250,34000.0
125_157,125_157,34000.0
125_157,138_179,34000.0
86_190,203_245,34000.0
86_190,86_190,34000.0
86_190,86_240,34000.0
86_190,A86,34000.0
86_190,190_203,34000.0
86_190,203_250,34000.0
198_267,136_204,34000.0
198_267,198_267,34000.0
198_267,29_136,34000.0
198_267,29_198,34000.0
96_249,96_249,34000.0
96_249,249_256,34000.0
96_249,A96,34000.0
86_240,203_245,34000.0
86_240,86_190,34000.0
86_240,86_240,34000.0
86_240,A86,34000.0
86_240,190_203,34000.0
86_240,203_250,34000.0
191_218,191_218,34000.0
191_218,3_191,34000.0
165_186,165_186,34000.0
128_247,128_247,34000.0
128_247,90_128,34000.0
128_247,247_263,34000.0
A86,203_245,34000.0
A86,86_190,34000.0
A86,86_240,34000.0
A86,A86,34000.0
A86,203_250,34000.0
101_251,101_251,34000.0
101_251,53_117,34000.0
101_251,53_101,34000.0
115_187,115_187,34000.0
138_179,125_157,34000.0
138_179,138_179,34000.0
70_182,70_182,34000.0
70_182,224_239,34000.0
70_182,70_174,34000.0
A16,A16,34000.0
A16,16_212,34000.0
A17,A17,34000.0
A17,17_156,34000.0
149_221,149_221,34000.0
149_221,221_268,34000.0
A59,A59,34000.0
135_160,135_160,34000.0
120_168,120_168,34000.0
120_168,140_183,34000.0
120_168,170_201,34000.0
190_203,203_245,34000.0
190_203,86_190,34000.0
190_203,86_240,34000.0
190_203,190_203,34000.0
203_250,203_245,34000.0
203_250,86_190,34000.0
203_250,86_240,34000.0
203_250,A86,34000.0
203_250,203_250,34000.0
152_206,152_206,34000.0
61_194,61_194,34000.0
A78,A78,34000.0
A78,184_208,34000.0
A78,184_258,34000.0
A78,258_260,34000.0
A78,78_184,34000.0
152_210,152_210,34000.0
152_210,71_235,34000.0
209_246,209_246,34000.0
209_246,246_254,34000.0
209_246,178_209,34000.0
36_119,36_119,34000.0
17_156,A17,34000.0
17_156,17_156,34000.0
A32,A32,34000.0
74_181,74_181,34000.0
74_181,181_252,34000.0
116_233,116_233,34000.0
29_136,136_204,34000.0
29_136,198_267,34000.0
29_136,29_136,34000.0
29_136,29_198,34000.0
139_173,139_173,34000.0
221_268,149_221,34000.0
221_268,221_268,34000.0
9_259,9_259,34000.0
A84,A84,34000.0
A84,84_163,34000.0
0_144,0_144,34000.0
0_144,A0,34000.0
