from , to, time
A84,A84,34000.0
A84,84_205,34000.0
107_248,107_248,34000.0
153_195,153_195,34000.0
60_110,60_110,34000.0
60_110,110_254,34000.0
60_110,110_263,34000.0
135_207,135_207,34000.0
135_207,225_251,34000.0
A10,A10,34000.0
A53,A53,34000.0
A53,53_159,34000.0
40_134,40_134,34000.0
5_191,5_191,34000.0
69_136,69_136,34000.0
15_182,15_182,34000.0
215_256,215_256,34000.0
215_256,39_215,34000.0
A55,A55,34000.0
257_264,257_264,34000.0
257_264,194_257,34000.0
107_176,107_176,34000.0
107_176,A75,34000.0
A48,A48,34000.0
35_112,35_112,34000.0
13_132,13_132,34000.0
55_230,55_230,34000.0
77_150,77_150,34000.0
77_150,150_244,34000.0
97_162,97_162,34000.0
97_162,97_260,34000.0
97_162,162_259,34000.0
97_162,162_268,34000.0
97_162,A97,34000.0
190_220,190_220,34000.0
A87,A87,34000.0
A39,A39,34000.0
A39,187_201,34000.0
97_253,97_253,34000.0
A35,A35,34000.0
97_260,97_162,34000.0
97_260,97_260,34000.0
97_260,162_259,34000.0
97_260,162_268,34000.0
97_260,A97,34000.0
220_241,220_241,34000.0
A58,A58,34000.0
40_231,40_231,34000.0
40_231,255_265,34000.0
40_231,231_255,34000.0
88_169,88_169,34000.0
88_169,169_267,34000.0
88_169,A88,34000.0
88_169,88_262,34000.0
45_217,45_217,34000.0
135_252,135_252,34000.0
71_223,71_223,34000.0
225_251,135_207,34000.0
225_251,225_251,34000.0
A26,A26,34000.0
82_172,82_172,34000.0
82_172,106_243,34000.0
82_172,82_106,34000.0
31_114,31_114,34000.0
93_146,93_146,34000.0
143_164,143_164,34000.0
143_164,164_190,34000.0
143_164,97_143,34000.0
255_265,40_231,34000.0
255_265,255_265,34000.0
255_265,231_255,34000.0
162_259,97_162,34000.0
162_259,97_260,34000.0
162_259,162_259,34000.0
162_259,162_268,34000.0
162_259,A97,34000.0
39_247,39_247,34000.0
39_247,247_266,34000.0
146_174,146_174,34000.0
146_174,174_240,34000.0
187_201,A39,34000.0
187_201,187_201,34000.0
206_261,206_261,34000.0
206_261,171_206,34000.0
206_261,206_249,34000.0
74_135,74_135,34000.0
74_135,135_227,34000.0
174_240,146_174,34000.0
174_240,174_240,34000.0
87_170,87_170,34000.0
87_170,212_233,34000.0
39_215,215_256,34000.0
39_215,39_215,34000.0
53_216,53_216,34000.0
192_228,192_228,34000.0
192_228,99_192,34000.0
121_144,121_144,34000.0
121_144,144_180,34000.0
138_153,138_153,34000.0
138_153,153_168,34000.0
106_243,82_172,34000.0
106_243,106_243,34000.0
106_243,82_106,34000.0
84_205,A84,34000.0
84_205,84_205,34000.0
53_159,A53,34000.0
53_159,53_159,34000.0
106_234,106_234,34000.0
171_206,206_261,34000.0
171_206,171_206,34000.0
171_206,206_249,34000.0
212_233,87_170,34000.0
212_233,212_233,34000.0
169_267,88_169,34000.0
169_267,169_267,34000.0
169_267,A88,34000.0
169_267,88_262,34000.0
247_266,39_247,34000.0
247_266,247_266,34000.0
A88,88_169,34000.0
A88,169_267,34000.0
A88,A88,34000.0
A88,88_262,34000.0
A43,A43,34000.0
A23,A23,34000.0
99_192,192_228,34000.0
99_192,99_192,34000.0
A28,A28,34000.0
110_254,60_110,34000.0
110_254,110_254,34000.0
110_254,110_263,34000.0
77_141,77_141,34000.0
170_212,170_212,34000.0
110_263,60_110,34000.0
110_263,110_254,34000.0
110_263,110_263,34000.0
182_221,182_221,34000.0
182_221,221_258,34000.0
182_221,221_269,34000.0
A54,A54,34000.0
A54,54_203,34000.0
164_190,143_164,34000.0
164_190,164_190,34000.0
164_190,97_143,34000.0
206_249,206_261,34000.0
206_249,171_206,34000.0
206_249,206_249,34000.0
39_187,39_187,34000.0
A38,A38,34000.0
97_246,97_246,34000.0
88_262,88_169,34000.0
88_262,169_267,34000.0
88_262,A88,34000.0
88_262,88_262,34000.0
70_239,70_239,34000.0
162_268,97_162,34000.0
162_268,97_260,34000.0
162_268,162_259,34000.0
162_268,162_268,34000.0
162_268,A97,34000.0
150_244,77_150,34000.0
150_244,150_244,34000.0
144_180,121_144,34000.0
144_180,144_180,34000.0
82_106,82_172,34000.0
82_106,106_243,34000.0
82_106,82_106,34000.0
221_258,182_221,34000.0
221_258,221_258,34000.0
221_258,221_269,34000.0
97_143,143_164,34000.0
97_143,164_190,34000.0
97_143,97_143,34000.0
A46,A46,34000.0
105_123,105_123,34000.0
A5,A5,34000.0
194_257,257_264,34000.0
194_257,194_257,34000.0
231_255,40_231,34000.0
231_255,255_265,34000.0
231_255,231_255,34000.0
108_226,108_226,34000.0
A97,97_162,34000.0
A97,97_260,34000.0
A97,162_259,34000.0
A97,162_268,34000.0
A97,A97,34000.0
135_227,74_135,34000.0
135_227,135_227,34000.0
A75,107_176,34000.0
A75,A75,34000.0
54_203,A54,34000.0
54_203,54_203,34000.0
A61,A61,34000.0
A7,A7,34000.0
153_168,138_153,34000.0
153_168,153_168,34000.0
221_269,182_221,34000.0
221_269,221_258,34000.0
221_269,221_269,34000.0
