from , to, time
A98,A98,15000.0
56_128,56_128,15000.0
56_128,A56,15000.0
56_104,56_104,15000.0
A2,A2,15000.0
A85,A85,15000.0
A85,85_127,15000.0
13_111,13_111,15000.0
A67,A67,15000.0
A96,A96,15000.0
A45,A45,15000.0
A36,A36,15000.0
53_102,53_102,15000.0
101_121,101_121,15000.0
101_121,99_101,15000.0
A78,A78,15000.0
A12,A12,15000.0
A4,A4,15000.0
A55,A55,15000.0
A50,A50,15000.0
A62,A62,15000.0
A89,A89,15000.0
19_114,19_114,15000.0
A39,A39,15000.0
A41,A41,15000.0
10_123,10_123,15000.0
10_123,A10,15000.0
A52,A52,15000.0
A68,A68,15000.0
A49,A49,15000.0
88_108,88_108,15000.0
A51,A51,15000.0
A19,A19,15000.0
A59,A59,15000.0
A59,59_120,15000.0
18_107,18_107,15000.0
A13,A13,15000.0
A16,A16,15000.0
110_125,110_125,15000.0
110_125,102_110,15000.0
A18,A18,15000.0
A33,A33,15000.0
A29,A29,15000.0
A88,A88,15000.0
6_112,6_112,15000.0
A42,A42,15000.0
A76,A76,15000.0
A76,76_129,15000.0
A79,A79,15000.0
A79,79_126,15000.0
A63,A63,15000.0
A70,A70,15000.0
A81,A81,15000.0
99_101,101_121,15000.0
99_101,99_101,15000.0
25_105,25_105,15000.0
A31,A31,15000.0
A32,A32,15000.0
A72,A72,15000.0
A82,A82,15000.0
A15,A15,15000.0
A69,A69,15000.0
A61,A61,15000.0
A26,A26,15000.0
13_100,13_100,15000.0
A87,A87,15000.0
A47,A47,15000.0
A34,A34,15000.0
A83,A83,15000.0
51_103,51_103,15000.0
A56,56_128,15000.0
A56,A56,15000.0
A90,A90,15000.0
A44,A44,15000.0
A57,A57,15000.0
A0,A0,15000.0
A28,A28,15000.0
A35,A35,15000.0
A25,A25,15000.0
A22,A22,15000.0
76_118,76_118,15000.0
25_119,25_119,15000.0
A40,A40,15000.0
A5,A5,15000.0
87_109,87_109,15000.0
A3,A3,15000.0
49_117,49_117,15000.0
A43,A43,15000.0
75_122,75_122,15000.0
75_122,A75,15000.0
A92,A92,15000.0
85_127,A85,15000.0
85_127,85_127,15000.0
A7,A7,15000.0
A66,A66,15000.0
17_124,17_124,15000.0
17_124,A17,15000.0
A9,A9,15000.0
A48,A48,15000.0
A37,A37,15000.0
A1,A1,15000.0
108_115,108_115,15000.0
102_110,110_125,15000.0
102_110,102_110,15000.0
59_120,A59,15000.0
59_120,59_120,15000.0
A75,75_122,15000.0
A75,A75,15000.0
A10,10_123,15000.0
A10,A10,15000.0
A80,A80,15000.0
A6,A6,15000.0
86_116,86_116,15000.0
79_126,A79,15000.0
79_126,79_126,15000.0
A99,A99,15000.0
A17,17_124,15000.0
A17,A17,15000.0
76_129,A76,15000.0
76_129,76_129,15000.0
