from , to, time
143_324,143_324,48000.0
143_324,97_143,48000.0
143_324,324_337,48000.0
A23,A23,48000.0
153_297,153_297,48000.0
60_110,60_110,48000.0
323_335,323_335,48000.0
323_335,305_323,48000.0
225_251,225_251,48000.0
225_251,135_207,48000.0
225_251,251_336,48000.0
162_268,162_268,48000.0
162_268,268_330,48000.0
162_268,286_296,48000.0
255_265,255_265,48000.0
281_298,281_298,48000.0
281_298,144_281,48000.0
77_150,77_150,48000.0
28_309,28_309,48000.0
28_309,A28,48000.0
289_333,289_333,48000.0
289_333,5_289,48000.0
289_333,191_301,48000.0
221_269,221_269,48000.0
221_269,182_221,48000.0
141_310,141_310,48000.0
39_187,39_187,48000.0
169_307,169_307,48000.0
169_307,169_267,48000.0
308_320,308_320,48000.0
308_320,275_308,48000.0
144_281,281_298,48000.0
144_281,144_281,48000.0
28_291,28_291,48000.0
28_291,291_316,48000.0
28_291,291_331,48000.0
97_143,143_324,48000.0
97_143,97_143,48000.0
97_143,324_337,48000.0
324_337,143_324,48000.0
324_337,97_143,48000.0
324_337,324_337,48000.0
15_182,15_182,48000.0
300_338,300_338,48000.0
300_338,153_300,48000.0
97_260,97_260,48000.0
206_249,206_249,48000.0
A10,A10,48000.0
A10,10_314,48000.0
10_314,A10,48000.0
10_314,10_314,48000.0
5_191,5_191,48000.0
135_207,225_251,48000.0
135_207,135_207,48000.0
135_207,251_336,48000.0
39_215,39_215,48000.0
39_215,215_302,48000.0
A5,A5,48000.0
251_336,225_251,48000.0
251_336,135_207,48000.0
251_336,251_336,48000.0
88_299,88_299,48000.0
176_273,176_273,48000.0
176_273,A75,48000.0
176_273,273_334,48000.0
A75,176_273,48000.0
A75,A75,48000.0
A75,273_334,48000.0
A58,A58,48000.0
153_300,300_338,48000.0
153_300,153_300,48000.0
A28,28_309,48000.0
A28,A28,48000.0
170_212,170_212,48000.0
46_294,46_294,48000.0
46_294,A46,48000.0
248_305,248_305,48000.0
248_305,305_319,48000.0
A26,A26,48000.0
285_313,285_313,48000.0
A7,A7,48000.0
291_316,28_291,48000.0
291_316,291_316,48000.0
291_316,291_331,48000.0
273_334,176_273,48000.0
273_334,A75,48000.0
273_334,273_334,48000.0
123_332,123_332,48000.0
123_332,123_322,48000.0
123_332,105_123,48000.0
108_226,108_226,48000.0
82_172,82_172,48000.0
82_172,106_243,48000.0
82_172,243_339,48000.0
5_289,289_333,48000.0
5_289,5_289,48000.0
5_289,191_301,48000.0
305_319,248_305,48000.0
305_319,305_319,48000.0
307_321,307_321,48000.0
97_246,97_246,48000.0
215_256,215_256,48000.0
123_322,123_332,48000.0
123_322,123_322,48000.0
123_322,105_123,48000.0
169_267,169_307,48000.0
169_267,169_267,48000.0
77_141,77_141,48000.0
240_327,240_327,48000.0
240_327,240_279,48000.0
153_195,153_195,48000.0
308_317,308_317,48000.0
268_330,162_268,48000.0
268_330,268_330,48000.0
268_330,286_296,48000.0
240_279,240_327,48000.0
240_279,240_279,48000.0
288_303,288_303,48000.0
A48,A48,48000.0
252_329,252_329,48000.0
40_134,40_134,48000.0
141_275,141_275,48000.0
247_266,247_266,48000.0
182_221,221_269,48000.0
182_221,182_221,48000.0
282_306,282_306,48000.0
282_306,206_282,48000.0
206_318,206_318,48000.0
106_243,82_172,48000.0
106_243,106_243,48000.0
106_243,243_339,48000.0
275_308,308_320,48000.0
275_308,275_308,48000.0
206_282,282_306,48000.0
206_282,206_282,48000.0
138_153,138_153,48000.0
311_328,311_328,48000.0
135_227,135_227,48000.0
135_227,74_135,48000.0
286_296,162_268,48000.0
286_296,268_330,48000.0
286_296,286_296,48000.0
A38,A38,48000.0
A35,A35,48000.0
305_323,323_335,48000.0
305_323,305_323,48000.0
255_311,255_311,48000.0
135_252,135_252,48000.0
13_132,13_132,48000.0
279_304,279_304,48000.0
97_253,97_253,48000.0
191_301,289_333,48000.0
191_301,5_289,48000.0
191_301,191_301,48000.0
53_216,53_216,48000.0
215_302,39_215,48000.0
215_302,215_302,48000.0
71_223,71_223,48000.0
106_278,106_278,48000.0
105_123,123_332,48000.0
105_123,123_322,48000.0
105_123,105_123,48000.0
291_331,28_291,48000.0
291_331,291_316,48000.0
291_331,291_331,48000.0
192_228,192_228,48000.0
A46,46_294,48000.0
A46,A46,48000.0
121_144,121_144,48000.0
241_284,241_284,48000.0
112_295,112_295,48000.0
74_135,135_227,48000.0
74_135,74_135,48000.0
243_339,82_172,48000.0
243_339,106_243,48000.0
243_339,243_339,48000.0
