from , to, time
A18,A18,24000.0
166_209,166_209,24000.0
166_209,145_166,24000.0
53_116,53_116,24000.0
53_116,116_215,24000.0
53_116,53_107,24000.0
53_116,107_114,24000.0
139_156,139_156,24000.0
12_179,12_179,24000.0
12_179,184_214,24000.0
12_179,12_184,24000.0
12_179,12_105,24000.0
A51,A51,24000.0
A51,174_199,24000.0
A51,174_200,24000.0
A51,111_174,24000.0
A51,51_111,24000.0
A51,199_202,24000.0
201_217,201_217,24000.0
201_217,177_181,24000.0
201_217,181_201,24000.0
201_217,A16,24000.0
151_188,151_188,24000.0
175_190,175_190,24000.0
175_190,68_143,24000.0
175_190,143_154,24000.0
77_153,77_153,24000.0
A3,A3,24000.0
59_176,59_176,24000.0
59_176,176_191,24000.0
59_176,A59,24000.0
177_181,201_217,24000.0
177_181,177_181,24000.0
177_181,181_201,24000.0
177_181,A16,24000.0
102_210,102_210,24000.0
102_210,45_102,24000.0
102_210,102_178,24000.0
187_195,187_195,24000.0
110_208,110_208,24000.0
110_208,A78,24000.0
110_208,78_110,24000.0
184_214,12_179,24000.0
184_214,184_214,24000.0
184_214,12_184,24000.0
184_214,12_105,24000.0
A47,A47,24000.0
176_191,59_176,24000.0
176_191,176_191,24000.0
176_191,A59,24000.0
43_160,43_160,24000.0
181_201,201_217,24000.0
181_201,177_181,24000.0
181_201,181_201,24000.0
181_201,A16,24000.0
174_199,A51,24000.0
174_199,174_199,24000.0
174_199,174_200,24000.0
174_199,111_174,24000.0
174_199,51_111,24000.0
174_199,199_202,24000.0
A84,A84,24000.0
1_183,1_183,24000.0
1_183,A1,24000.0
A27,A27,24000.0
A27,27_172,24000.0
A27,27_204,24000.0
19_158,19_158,24000.0
19_158,145_166,24000.0
19_158,A19,24000.0
12_184,12_179,24000.0
12_184,184_214,24000.0
12_184,12_184,24000.0
12_184,12_105,24000.0
A29,A29,24000.0
A83,A83,24000.0
115_164,115_164,24000.0
115_164,0_115,24000.0
116_215,53_116,24000.0
116_215,116_215,24000.0
116_215,53_107,24000.0
116_215,107_114,24000.0
A5,A5,24000.0
A85,A85,24000.0
108_118,108_118,24000.0
108_118,118_170,24000.0
87_147,87_147,24000.0
A22,A22,24000.0
A22,22_216,24000.0
A22,22_182,24000.0
A41,A41,24000.0
A41,41_197,24000.0
A17,A17,24000.0
A17,17_169,24000.0
A17,17_198,24000.0
187_213,187_213,24000.0
187_213,84_159,24000.0
187_213,159_187,24000.0
145_166,166_209,24000.0
145_166,19_158,24000.0
145_166,145_166,24000.0
A53,A53,24000.0
68_143,175_190,24000.0
68_143,68_143,24000.0
68_143,143_154,24000.0
53_107,53_116,24000.0
53_107,116_215,24000.0
53_107,53_107,24000.0
53_107,107_114,24000.0
A16,201_217,24000.0
A16,177_181,24000.0
A16,181_201,24000.0
A16,A16,24000.0
156_185,156_185,24000.0
30_186,30_186,24000.0
30_186,A30,24000.0
174_200,A51,24000.0
174_200,174_199,24000.0
174_200,174_200,24000.0
174_200,111_174,24000.0
174_200,51_111,24000.0
174_200,199_202,24000.0
A62,A62,24000.0
111_174,A51,24000.0
111_174,174_199,24000.0
111_174,174_200,24000.0
111_174,111_174,24000.0
111_174,51_111,24000.0
111_174,199_202,24000.0
88_211,88_211,24000.0
88_211,A88,24000.0
146_219,146_219,24000.0
146_219,95_146,24000.0
146_219,146_193,24000.0
146_219,146_205,24000.0
A19,19_158,24000.0
A19,A19,24000.0
135_194,135_194,24000.0
135_194,34_212,24000.0
135_194,34_135,24000.0
135_194,A34,24000.0
A78,110_208,24000.0
A78,A78,24000.0
A78,78_110,24000.0
A24,A24,24000.0
95_146,146_219,24000.0
95_146,95_146,24000.0
95_146,146_193,24000.0
95_146,146_205,24000.0
22_216,A22,24000.0
22_216,22_216,24000.0
22_216,22_182,24000.0
63_149,63_149,24000.0
41_197,A41,24000.0
41_197,41_197,24000.0
17_169,A17,24000.0
17_169,17_169,24000.0
17_169,17_198,24000.0
54_173,54_173,24000.0
54_173,A54,24000.0
A59,59_176,24000.0
A59,176_191,24000.0
A59,A59,24000.0
A11,A11,24000.0
84_159,187_213,24000.0
84_159,84_159,24000.0
84_159,159_187,24000.0
45_102,102_210,24000.0
45_102,45_102,24000.0
45_102,102_178,24000.0
51_111,A51,24000.0
51_111,174_199,24000.0
51_111,174_200,24000.0
51_111,111_174,24000.0
51_111,51_111,24000.0
51_111,199_202,24000.0
27_172,A27,24000.0
27_172,27_172,24000.0
27_172,27_204,24000.0
0_115,115_164,24000.0
0_115,0_115,24000.0
A71,A71,24000.0
A71,71_218,24000.0
A30,30_186,24000.0
A30,A30,24000.0
146_193,146_219,24000.0
146_193,95_146,24000.0
146_193,146_193,24000.0
146_193,146_205,24000.0
159_187,187_213,24000.0
159_187,84_159,24000.0
159_187,159_187,24000.0
12_105,12_179,24000.0
12_105,184_214,24000.0
12_105,12_184,24000.0
12_105,12_105,24000.0
A88,88_211,24000.0
A88,A88,24000.0
102_178,102_210,24000.0
102_178,45_102,24000.0
102_178,102_178,24000.0
A99,A99,24000.0
143_154,175_190,24000.0
143_154,68_143,24000.0
143_154,143_154,24000.0
146_205,146_219,24000.0
146_205,95_146,24000.0
146_205,146_193,24000.0
146_205,146_205,24000.0
A75,A75,24000.0
118_170,108_118,24000.0
118_170,118_170,24000.0
78_110,110_208,24000.0
78_110,A78,24000.0
78_110,78_110,24000.0
199_202,A51,24000.0
199_202,174_199,24000.0
199_202,174_200,24000.0
199_202,111_174,24000.0
199_202,51_111,24000.0
199_202,199_202,24000.0
34_212,135_194,24000.0
34_212,34_212,24000.0
34_212,34_135,24000.0
34_212,A34,24000.0
80_106,80_106,24000.0
80_106,106_162,24000.0
49_167,49_167,24000.0
34_135,135_194,24000.0
34_135,34_212,24000.0
34_135,34_135,24000.0
34_135,A34,24000.0
A1,1_183,24000.0
A1,A1,24000.0
27_204,A27,24000.0
27_204,27_172,24000.0
27_204,27_204,24000.0
A74,A74,24000.0
A61,A61,24000.0
17_198,A17,24000.0
17_198,17_169,24000.0
17_198,17_198,24000.0
A87,A87,24000.0
A54,54_173,24000.0
A54,A54,24000.0
A40,A40,24000.0
71_218,A71,24000.0
71_218,71_218,24000.0
107_114,53_116,24000.0
107_114,116_215,24000.0
107_114,53_107,24000.0
107_114,107_114,24000.0
106_162,80_106,24000.0
106_162,106_162,24000.0
A34,135_194,24000.0
A34,34_212,24000.0
A34,34_135,24000.0
A34,A34,24000.0
A45,A45,24000.0
22_182,A22,24000.0
22_182,22_216,24000.0
22_182,22_182,24000.0
