from , to, weight, time
A76,108_113,0.9981928516805106,16000.0
15_149,A15,0.9966597543519672,16000.0
15_149,149_163,0.5137687200525802,16000.0
56_112,A56,1.0043386661706106,16000.0
56_112,112_120,0.9927465171475127,16000.0
A85,85_150,0.999,16000.0
A30,135_147,0.7456287606485559,16000.0
A30,30_135,0.9905399205219828,16000.0
A63,63_152,0.999,16000.0
34_116,34_121,0.6482357586016305,16000.0
14_126,A14,0.9939268178289494,16000.0
139_148,49_117,-0.0113516497982863,16000.0
139_148,117_139,0.4476014471802309,16000.0
139_148,117_141,0.31655037917065937,16000.0
139_148,148_164,-0.01895580240749861,16000.0
59_167,A59,0.7583385095424844,16000.0
A61,61_155,0.994757281227253,16000.0
49_117,139_148,0.4038656374025515,16000.0
49_117,117_139,0.9974330519299885,16000.0
49_117,117_141,0.9619030199563172,16000.0
49_117,139_159,0.932319766013469,16000.0
104_122,A11,0.9960759173925482,16000.0
104_122,104_160,0.2580458696098986,16000.0
104_122,122_137,0.9769944282209582,16000.0
104_122,11_118,0.983124558952122,16000.0
104_122,118_153,-0.25838992568995517,16000.0
84_110,A84,0.9909503974329743,16000.0
61_155,A61,0.9959361765132317,16000.0
61_155,155_168,0.04963161258283921,16000.0
A71,71_162,0.8455500419995043,16000.0
135_147,A30,0.7056360909794145,16000.0
135_147,30_135,0.990473782023459,16000.0
28_151,A28,0.9905760493194284,16000.0
28_151,151_161,0.4701486119005792,16000.0
30_135,A30,0.9942225460824893,16000.0
30_135,135_147,0.9857630731517014,16000.0
155_168,A61,-0.5615476887202959,16000.0
155_168,61_155,0.04871792580651102,16000.0
A56,56_112,0.9590154522103315,16000.0
A84,84_110,0.9860236116417085,16000.0
A15,15_149,0.9945586193333885,16000.0
A15,149_163,0.8073111930452432,16000.0
96_156,A96,0.9889106525187263,16000.0
112_120,56_112,0.9957532467352725,16000.0
A38,38_124,0.999,16000.0
81_166,A81,0.9760685770948192,16000.0
108_113,A76,0.9904613828419109,16000.0
117_139,139_148,0.9082707819326045,16000.0
117_139,49_117,0.98829498532223,16000.0
117_139,117_141,0.11239979525974365,16000.0
117_139,139_159,0.02204891015523201,16000.0
A28,28_151,0.9979547792433406,16000.0
A28,151_161,0.48128720955258864,16000.0
117_141,139_148,0.06706859204096137,16000.0
117_141,49_117,0.9387049851403481,16000.0
117_141,117_139,-0.0424087848128045,16000.0
121_130,34_121,0.9883497480025972,16000.0
A11,104_122,0.9889380345970971,16000.0
A11,104_160,0.007688811453799621,16000.0
A11,122_137,0.07224119369480854,16000.0
A11,11_118,1.0175626321660503,16000.0
A11,118_153,-0.0930065071701062,16000.0
A96,96_156,0.9982918126961203,16000.0
104_160,104_122,0.3231453354663474,16000.0
104_160,A11,9.862961715659951E-4,16000.0
148_164,139_148,0.9178190090891999,16000.0
94_106,A94,1.0214336178228236,16000.0
94_157,A94,0.9963725932710992,16000.0
A59,59_167,0.8014151191505264,16000.0
A14,14_126,0.9940955770655999,16000.0
A94,94_106,0.4442518896448925,16000.0
A94,94_157,0.997131574102666,16000.0
122_137,104_122,0.9919976125795142,16000.0
122_137,A11,0.09099826878503489,16000.0
122_137,11_118,-0.025883295244890022,16000.0
139_159,49_117,0.03607812455270403,16000.0
139_159,117_139,0.022763896890818,16000.0
149_163,15_149,0.05757573575486485,16000.0
149_163,A15,0.9123327772956,16000.0
71_162,A71,0.3084602172381584,16000.0
38_124,A38,0.9977293221501813,16000.0
11_118,104_122,1.0234937448935448,16000.0
11_118,A11,0.9896163618972837,16000.0
11_118,122_137,0.21943689615693457,16000.0
11_118,118_153,0.994824397749889,16000.0
A81,81_166,0.7334753373324454,16000.0
118_153,A11,-0.21498202088877008,16000.0
118_153,11_118,0.9922972379137437,16000.0
34_121,34_116,0.375589498718506,16000.0
34_121,121_130,0.9972729544044062,16000.0
63_152,A63,0.9905506580886845,16000.0
85_150,A85,0.9969445021294869,16000.0
151_161,28_151,0.8900851637336896,16000.0
151_161,A28,0.0064647032300604815,16000.0
