155.0,A46
137.0,A36
165.0,A18
143.0,A58
137.0,A84
152.0,A55
145.0,A92
163.0,A40
96.0,A1
152.0,A9
126.0,A44
134.0,A63
132.0,A78
133.0,A86
161.0,A5
139.0,A75
158.0,A59
157.0,A66
135.0,A69
111.0,A48
164.0,A87
153.0,A65
146.0,A30
134.0,A56
122.0,A77
139.0,A62
133.0,A73
142.0,A12
137.0,A72
141.0,A29
138.0,A82
144.0,A74
158.0,A43
124.0,A80
110.0,A38
161.0,A37
148.0,A28
146.0,A99
139.0,A57
124.0,A67
142.0,A27
159.0,A54
156.0,A47
159.0,A22
137.0,A11
111.0,A83
157.0,A45
139.0,A4
149.0,A8
127.0,A89
137.0,A39
137.0,A24
146.0,A0
138.0,A13
140.0,A51
159.0,A25
124.0,A6
122.0,A23
100.0,A68
131.0,A97
157.0,A91
141.0,A96
127.0,A2
155.0,A26
117.0,A41
141.0,A31
131.0,A20
129.0,A21
124.0,A16
163.0,A53
135.0,A85
123.0,A79
120.0,A19
161.0,A52
144.0,A76
126.0,A42
142.0,A70
130.0,A49
169.0,A10
137.0,A71
159.0,A14
188.0,A88
149.0,A3
149.0,A7
143.0,A81
136.0,A35
159.0,A98
126.0,A94
167.0,A60
115.0,A61
151.0,A64
139.0,A33
142.0,A32
157.0,A34
143.0,A95
129.0,A90
137.0,A50
108.0,A17
135.0,A15
164.0,A93
