106.0,A84
97.0,153_168
24.0,112_295
43.0,206_282
42.0,84_285
0.0,282_306
114.0,A38
114.0,192_228
120.0,A48
124.0,135_227
149.0,82_172
195.0,171_206
63.0,107_248
266.0,A75
146.0,5_191
104.0,A23
0.0,191_301
0.0,169_307
256.0,107_176
72.0,220_241
30.0,275_293
97.0,71_223
33.0,252_288
70.0,225_251
91.0,106_243
80.0,215_256
143.0,54_203
128.0,164_190
179.0,39_187
68.0,55_230
200.0,121_144
0.0,279_304
39.0,247_266
229.0,97_143
229.0,60_110
112.0,231_255
64.0,108_226
0.0,248_305
236.0,82_106
147.0,105_123
154.0,A7
101.0,40_134
34.0,28_291
69.0,144_281
38.0,58_280
23.0,88_299
98.0,97_246
64.0,141_275
30.0,281_298
130.0,170_212
170.0,144_180
109.0,A26
0.0,215_302
155.0,182_221
112.0,135_207
168.0,87_170
128.0,13_132
164.0,77_141
102.0,153_195
31.0,46_294
117.0,190_220
266.0,A35
30.0,153_297
53.0,176_273
96.0,174_240
58.0,106_278
242.0,A46
88.0,39_215
101.0,221_269
55.0,97_260
96.0,169_267
127.0,206_249
0.0,275_308
81.0,162_268
121.0,138_153
173.0,74_135
146.0,A58
270.0,53_159
68.0,5_289
34.0,286_296
87.0,97_253
147.0,A5
37.0,A10
63.0,268_286
40.0,241_284
175.0,143_164
222.0,A39
0.0,288_303
128.0,A28
159.0,15_182
0.0,153_300
105.0,255_265
139.0,77_150
30.0,278_290
350.0,A53
117.0,135_252
65.0,240_279
84.0,53_216
220.0,88_169
0.0,28_309
