from , to, time
87_170,87_170,36000.0
174_240,174_240,36000.0
174_240,146_174,36000.0
174_240,240_279,36000.0
153_168,153_168,36000.0
153_168,138_153,36000.0
153_168,153_195,36000.0
138_153,153_168,36000.0
138_153,138_153,36000.0
138_153,153_195,36000.0
A38,A38,36000.0
221_269,221_269,36000.0
15_182,15_182,36000.0
106_234,106_234,36000.0
35_112,35_112,36000.0
169_267,169_267,36000.0
169_267,88_169,36000.0
A26,A26,36000.0
A61,A61,36000.0
A61,61_276,36000.0
108_226,108_226,36000.0
61_276,A61,36000.0
61_276,61_276,36000.0
A53,A53,36000.0
A53,53_274,36000.0
A53,53_159,36000.0
13_132,13_132,36000.0
A7,A7,36000.0
A7,7_272,36000.0
164_190,164_190,36000.0
164_190,143_164,36000.0
164_190,97_143,36000.0
A87,A87,36000.0
97_162,97_162,36000.0
107_176,107_176,36000.0
107_176,176_273,36000.0
107_176,A75,36000.0
110_254,110_254,36000.0
110_254,60_110,36000.0
53_274,A53,36000.0
53_274,53_274,36000.0
53_274,53_159,36000.0
192_228,192_228,36000.0
176_273,107_176,36000.0
176_273,176_273,36000.0
176_273,A75,36000.0
A75,107_176,36000.0
A75,176_273,36000.0
A75,A75,36000.0
77_150,77_150,36000.0
247_266,247_266,36000.0
206_249,206_249,36000.0
206_249,206_261,36000.0
A58,A58,36000.0
231_255,231_255,36000.0
88_262,88_262,36000.0
88_262,A88,36000.0
70_239,70_239,36000.0
135_207,135_207,36000.0
135_207,225_251,36000.0
121_144,121_144,36000.0
121_144,A35,36000.0
121_144,144_180,36000.0
7_272,A7,36000.0
7_272,7_272,36000.0
205_271,205_271,36000.0
205_271,A84,36000.0
205_271,84_205,36000.0
82_172,82_172,36000.0
170_212,170_212,36000.0
107_248,107_248,36000.0
162_268,162_268,36000.0
69_136,69_136,36000.0
31_114,31_114,36000.0
182_221,182_221,36000.0
40_134,40_134,36000.0
88_169,169_267,36000.0
88_169,88_169,36000.0
A28,A28,36000.0
53_159,A53,36000.0
53_159,53_274,36000.0
53_159,53_159,36000.0
97_246,97_246,36000.0
39_187,39_187,36000.0
257_264,257_264,36000.0
257_264,194_257,36000.0
A48,A48,36000.0
220_241,220_241,36000.0
A10,A10,36000.0
A23,A23,36000.0
45_217,45_217,36000.0
45_217,217_270,36000.0
5_191,5_191,36000.0
5_191,A5,36000.0
60_110,110_254,36000.0
60_110,60_110,36000.0
A97,A97,36000.0
A97,97_277,36000.0
146_174,174_240,36000.0
146_174,146_174,36000.0
146_174,240_279,36000.0
255_265,255_265,36000.0
74_135,74_135,36000.0
74_135,135_227,36000.0
A5,5_191,36000.0
A5,A5,36000.0
A54,A54,36000.0
A54,54_203,36000.0
A43,A43,36000.0
53_216,53_216,36000.0
39_215,39_215,36000.0
82_106,82_106,36000.0
82_106,106_278,36000.0
82_106,106_243,36000.0
106_278,82_106,36000.0
106_278,106_278,36000.0
106_278,106_243,36000.0
A35,121_144,36000.0
A35,A35,36000.0
A35,144_180,36000.0
143_164,164_190,36000.0
143_164,143_164,36000.0
143_164,97_143,36000.0
97_277,A97,36000.0
97_277,97_277,36000.0
97_260,97_260,36000.0
A84,205_271,36000.0
A84,A84,36000.0
A84,84_205,36000.0
54_203,A54,36000.0
54_203,54_203,36000.0
A46,A46,36000.0
206_261,206_249,36000.0
206_261,206_261,36000.0
135_227,74_135,36000.0
135_227,135_227,36000.0
194_257,257_264,36000.0
194_257,194_257,36000.0
71_223,71_223,36000.0
77_141,77_141,36000.0
77_141,141_275,36000.0
217_270,45_217,36000.0
217_270,217_270,36000.0
A39,A39,36000.0
A39,187_201,36000.0
135_252,135_252,36000.0
141_275,77_141,36000.0
141_275,141_275,36000.0
84_205,205_271,36000.0
84_205,A84,36000.0
84_205,84_205,36000.0
171_206,171_206,36000.0
225_251,135_207,36000.0
225_251,225_251,36000.0
190_220,190_220,36000.0
153_195,153_168,36000.0
153_195,138_153,36000.0
153_195,153_195,36000.0
97_143,164_190,36000.0
97_143,143_164,36000.0
97_143,97_143,36000.0
187_201,A39,36000.0
187_201,187_201,36000.0
105_123,105_123,36000.0
55_230,55_230,36000.0
97_253,97_253,36000.0
106_243,82_106,36000.0
106_243,106_278,36000.0
106_243,106_243,36000.0
A88,88_262,36000.0
A88,A88,36000.0
215_256,215_256,36000.0
144_180,121_144,36000.0
144_180,A35,36000.0
144_180,144_180,36000.0
240_279,174_240,36000.0
240_279,146_174,36000.0
240_279,240_279,36000.0
