51.0,A98
0.0,56_128
91.0,56_104
52.0,A2
78.0,A85
56.0,13_111
49.0,A67
61.0,A96
39.0,A45
45.0,A36
88.0,53_102
0.0,101_121
59.0,A78
47.0,A12
53.0,A4
50.0,A55
59.0,A50
60.0,A62
33.0,A89
72.0,19_114
63.0,A39
37.0,A41
0.0,10_123
51.0,A52
43.0,A68
53.0,A49
84.0,88_108
92.0,A51
87.0,A19
49.0,A59
48.0,18_107
37.0,A13
50.0,A16
0.0,110_125
89.0,A18
52.0,A33
50.0,A29
69.0,A88
75.0,6_112
55.0,A42
62.0,A76
63.0,A79
48.0,A63
38.0,A70
56.0,A81
92.0,99_101
72.0,25_105
48.0,A31
49.0,A32
46.0,A72
43.0,A82
48.0,A15
63.0,A69
43.0,A61
48.0,A26
70.0,13_100
76.0,A87
41.0,A47
41.0,A34
53.0,A83
64.0,51_103
56.0,A56
62.0,A90
42.0,A44
50.0,A57
55.0,A0
58.0,A28
52.0,A35
74.0,A25
56.0,A22
53.0,76_118
69.0,25_119
37.0,A40
44.0,A5
64.0,87_109
50.0,A3
76.0,49_117
44.0,A43
0.0,75_122
43.0,A92
0.0,85_127
39.0,A7
66.0,A66
0.0,17_124
45.0,A9
53.0,A48
56.0,A37
45.0,A1
67.0,108_115
66.0,102_110
0.0,59_120
46.0,A75
41.0,A10
52.0,A80
67.0,A6
73.0,86_116
0.0,79_126
69.0,A99
41.0,A17
0.0,76_129
