140.0,A74
41.0,179_181
113.0,10_145
76.0,138_165
76.0,76_106
65.0,152_177
92.0,A62
36.0,180_190
142.0,92_125
83.0,A35
107.0,A56
70.0,A67
47.0,154_187
122.0,51_113
82.0,110_156
33.0,90_194
0.0,31_200
160.0,9_123
71.0,138_151
0.0,166_208
144.0,63_108
61.0,106_166
61.0,47_136
50.0,156_186
26.0,44_199
146.0,A50
27.0,4_198
72.0,108_180
25.0,137_191
91.0,117_121
0.0,56_201
67.0,55_148
69.0,125_170
65.0,6_130
81.0,A44
0.0,191_205
151.0,3_111
98.0,104_134
93.0,42_124
50.0,122_153
173.0,A9
113.0,A16
126.0,32_128
69.0,31_175
81.0,A0
43.0,35_188
105.0,A17
82.0,134_144
122.0,48_133
111.0,86_131
0.0,73_202
46.0,66_147
35.0,95_176
62.0,133_160
57.0,A30
36.0,37_197
85.0,A14
38.0,128_196
97.0,16_146
53.0,84_182
59.0,A28
81.0,77_142
139.0,48_115
63.0,107_178
153.0,A3
99.0,92_164
77.0,137_163
135.0,74_119
82.0,49_135
57.0,96_179
92.0,A90
22.0,16_192
0.0,136_203
132.0,42_116
70.0,A55
0.0,37_207
88.0,A73
35.0,166_195
0.0,121_204
92.0,A34
123.0,A31
90.0,39_100
37.0,74_185
129.0,10_132
69.0,142_154
134.0,A32
52.0,56_189
105.0,A84
52.0,A91
125.0,111_137
85.0,115_126
56.0,A57
0.0,35_206
86.0,A37
49.0,A22
108.0,121_139
130.0,16_138
35.0,188_193
99.0,A4
0.0,187_209
