from , to, time
53_116,53_116,12000.0
53_116,A53,12000.0
53_116,107_114,12000.0
53_116,107_122,12000.0
53_116,53_107,12000.0
A54,A54,12000.0
A42,A42,12000.0
A42,42_126,12000.0
A42,126_151,12000.0
A99,A99,12000.0
A41,A41,12000.0
A63,A63,12000.0
A63,63_149,12000.0
A61,A61,12000.0
12_105,12_105,12000.0
12_105,105_127,12000.0
12_105,A12,12000.0
19_158,19_158,12000.0
19_158,A19,12000.0
19_158,19_145,12000.0
A95,A95,12000.0
A95,95_146,12000.0
A95,104_128,12000.0
A95,128_134,12000.0
76_139,76_139,12000.0
76_139,76_141,12000.0
76_139,139_156,12000.0
76_139,A76,12000.0
76_139,76_157,12000.0
A47,A47,12000.0
A47,113_140,12000.0
A47,47_113,12000.0
A47,47_155,12000.0
A3,A3,12000.0
A43,A43,12000.0
A43,43_132,12000.0
A19,19_158,12000.0
A19,A19,12000.0
A19,19_145,12000.0
A27,A27,12000.0
A4,A4,12000.0
113_140,A47,12000.0
113_140,113_140,12000.0
113_140,47_113,12000.0
113_140,47_155,12000.0
36_137,36_137,12000.0
36_137,A36,12000.0
36_137,117_136,12000.0
A72,A72,12000.0
A85,A85,12000.0
A94,A94,12000.0
42_126,A42,12000.0
42_126,42_126,12000.0
42_126,126_151,12000.0
A55,A55,12000.0
A22,A22,12000.0
A22,22_144,12000.0
A5,A5,12000.0
43_132,A43,12000.0
43_132,43_132,12000.0
19_145,19_158,12000.0
19_145,A19,12000.0
19_145,19_145,12000.0
87_147,87_147,12000.0
87_147,A87,12000.0
A17,A17,12000.0
A80,A80,12000.0
A80,80_106,12000.0
A51,A51,12000.0
A51,51_111,12000.0
A51,111_124,12000.0
95_146,A95,12000.0
95_146,95_146,12000.0
95_146,104_128,12000.0
95_146,128_134,12000.0
A87,87_147,12000.0
A87,A87,12000.0
A40,A40,12000.0
A53,53_116,12000.0
A53,A53,12000.0
A53,107_114,12000.0
45_102,45_102,12000.0
45_102,A45,12000.0
A60,A60,12000.0
76_141,76_139,12000.0
76_141,76_141,12000.0
76_141,139_156,12000.0
76_141,A76,12000.0
76_141,76_157,12000.0
A45,45_102,12000.0
A45,A45,12000.0
34_135,34_135,12000.0
A62,A62,12000.0
47_113,A47,12000.0
47_113,113_140,12000.0
47_113,47_113,12000.0
47_113,47_155,12000.0
143_154,143_154,12000.0
143_154,68_143,12000.0
A75,A75,12000.0
A64,A64,12000.0
A64,64_123,12000.0
A64,118_121,12000.0
84_159,84_159,12000.0
84_159,A84,12000.0
108_118,108_118,12000.0
A37,A37,12000.0
A29,A29,12000.0
104_128,A95,12000.0
104_128,95_146,12000.0
104_128,104_128,12000.0
104_128,128_134,12000.0
A83,A83,12000.0
A56,A56,12000.0
A74,A74,12000.0
A30,A30,12000.0
139_156,76_139,12000.0
139_156,76_141,12000.0
139_156,139_156,12000.0
139_156,A76,12000.0
139_156,76_157,12000.0
107_114,53_116,12000.0
107_114,A53,12000.0
107_114,107_114,12000.0
107_114,107_122,12000.0
107_114,53_107,12000.0
47_155,A47,12000.0
47_155,113_140,12000.0
47_155,47_113,12000.0
47_155,47_155,12000.0
A71,A71,12000.0
107_122,53_116,12000.0
107_122,107_114,12000.0
107_122,107_122,12000.0
107_122,53_107,12000.0
66_138,66_138,12000.0
A59,A59,12000.0
105_127,12_105,12000.0
105_127,105_127,12000.0
105_127,A12,12000.0
A20,A20,12000.0
A76,76_139,12000.0
A76,76_141,12000.0
A76,139_156,12000.0
A76,A76,12000.0
A76,76_157,12000.0
A24,A24,12000.0
22_144,A22,12000.0
22_144,22_144,12000.0
A18,A18,12000.0
A12,12_105,12000.0
A12,105_127,12000.0
A12,A12,12000.0
126_151,A42,12000.0
126_151,42_126,12000.0
126_151,126_151,12000.0
1_150,1_150,12000.0
1_150,A1,12000.0
77_153,77_153,12000.0
77_153,A77,12000.0
A77,77_153,12000.0
A77,A77,12000.0
16_152,16_152,12000.0
16_152,A16,12000.0
A49,A49,12000.0
53_107,53_116,12000.0
53_107,107_114,12000.0
53_107,107_122,12000.0
53_107,53_107,12000.0
128_134,A95,12000.0
128_134,95_146,12000.0
128_134,104_128,12000.0
128_134,128_134,12000.0
64_123,A64,12000.0
64_123,64_123,12000.0
64_123,118_121,12000.0
A34,A34,12000.0
68_143,143_154,12000.0
68_143,68_143,12000.0
51_111,A51,12000.0
51_111,51_111,12000.0
51_111,111_124,12000.0
0_115,0_115,12000.0
A36,36_137,12000.0
A36,A36,12000.0
A36,117_136,12000.0
A16,16_152,12000.0
A16,A16,12000.0
A98,A98,12000.0
A1,1_150,12000.0
A1,A1,12000.0
A11,A11,12000.0
A92,A92,12000.0
A92,92_148,12000.0
76_157,76_139,12000.0
76_157,76_141,12000.0
76_157,139_156,12000.0
76_157,A76,12000.0
76_157,76_157,12000.0
111_124,A51,12000.0
111_124,51_111,12000.0
111_124,111_124,12000.0
92_148,A92,12000.0
92_148,92_148,12000.0
118_121,A64,12000.0
118_121,64_123,12000.0
118_121,118_121,12000.0
117_136,36_137,12000.0
117_136,A36,12000.0
117_136,117_136,12000.0
A84,84_159,12000.0
A84,A84,12000.0
A78,A78,12000.0
A78,78_110,12000.0
A88,A88,12000.0
A97,A97,12000.0
63_149,A63,12000.0
63_149,63_149,12000.0
78_110,A78,12000.0
78_110,78_110,12000.0
80_106,A80,12000.0
80_106,80_106,12000.0
