from , to, time
51_111,51_111,20000.0
51_111,174_199,20000.0
51_111,111_174,20000.0
51_111,A51,20000.0
174_199,51_111,20000.0
174_199,174_199,20000.0
174_199,111_174,20000.0
174_199,A51,20000.0
22_182,22_182,20000.0
22_182,A22,20000.0
A59,A59,20000.0
12_105,12_105,20000.0
12_105,12_184,20000.0
12_105,12_179,20000.0
A42,A42,20000.0
151_188,151_188,20000.0
151_188,126_151,20000.0
A92,A92,20000.0
88_189,88_189,20000.0
88_189,189_192,20000.0
176_191,176_191,20000.0
176_191,59_176,20000.0
83_196,83_196,20000.0
83_196,A83,20000.0
41_197,41_197,20000.0
41_197,A41,20000.0
115_164,115_164,20000.0
115_164,0_115,20000.0
A19,A19,20000.0
A19,19_158,20000.0
59_176,176_191,20000.0
59_176,59_176,20000.0
111_174,51_111,20000.0
111_174,174_199,20000.0
111_174,111_174,20000.0
111_174,A51,20000.0
34_135,34_135,20000.0
34_135,A34,20000.0
34_135,135_194,20000.0
A18,A18,20000.0
A34,34_135,20000.0
A34,A34,20000.0
A34,135_194,20000.0
A20,A20,20000.0
A24,A24,20000.0
A30,A30,20000.0
A30,30_186,20000.0
47_155,47_155,20000.0
47_155,A47,20000.0
53_116,53_116,20000.0
53_116,53_107,20000.0
53_116,107_114,20000.0
A78,A78,20000.0
A78,78_110,20000.0
64_123,64_123,20000.0
64_123,123_180,20000.0
64_123,118_121,20000.0
64_123,118_170,20000.0
A74,A74,20000.0
80_106,80_106,20000.0
80_106,106_162,20000.0
80_106,A80,20000.0
A29,A29,20000.0
A53,A53,20000.0
A53,53_107,20000.0
A53,107_114,20000.0
77_153,77_153,20000.0
77_153,A77,20000.0
102_178,102_178,20000.0
102_178,A45,20000.0
A27,A27,20000.0
A27,27_172,20000.0
A5,A5,20000.0
A17,A17,20000.0
A17,17_198,20000.0
A17,17_169,20000.0
139_156,139_156,20000.0
139_156,156_185,20000.0
126_151,151_188,20000.0
126_151,126_151,20000.0
123_180,64_123,20000.0
123_180,123_180,20000.0
123_180,118_121,20000.0
123_180,118_170,20000.0
A49,A49,20000.0
A49,49_167,20000.0
A99,A99,20000.0
45_102,45_102,20000.0
0_115,115_164,20000.0
0_115,0_115,20000.0
A83,83_196,20000.0
A83,A83,20000.0
A71,A71,20000.0
108_118,108_118,20000.0
