254.0,88_169
39.0,112_295
0.0,123_322
113.0,255_265
29.0,308_317
133.0,135_207
89.0,144_281
32.0,291_316
99.0,97_246
95.0,39_215
97.0,71_223
231.0,60_110
172.0,A7
170.0,15_182
41.0,153_300
183.0,77_141
39.0,141_310
83.0,240_279
180.0,182_221
166.0,77_150
80.0,206_282
107.0,A23
103.0,53_216
152.0,170_212
123.0,A84
184.0,5_191
38.0,206_318
262.0,82_106
169.0,206_249
114.0,106_278
108.0,141_275
82.0,162_268
38.0,215_302
123.0,221_269
269.0,A46
231.0,171_206
42.0,248_305
93.0,108_226
127.0,106_243
0.0,307_321
208.0,39_187
41.0,279_304
27.0,285_313
43.0,169_307
43.0,28_309
277.0,A35
57.0,97_260
129.0,138_153
31.0,10_314
152.0,105_123
194.0,74_135
131.0,169_267
52.0,241_284
0.0,311_328
177.0,A58
0.0,187_326
47.0,46_294
104.0,97_253
40.0,288_303
26.0,305_319
0.0,228_325
71.0,281_298
104.0,225_251
69.0,58_280
271.0,A75
50.0,278_290
62.0,153_297
34.0,88_299
0.0,305_323
186.0,82_172
122.0,40_134
117.0,174_240
148.0,135_227
0.0,308_320
155.0,A28
49.0,275_308
109.0,A26
218.0,121_144
55.0,247_266
65.0,28_291
114.0,A38
142.0,13_132
83.0,215_256
30.0,255_311
123.0,153_168
51.0,A10
62.0,176_273
117.0,192_228
55.0,286_296
126.0,A48
0.0,240_327
107.0,5_289
0.0,143_324
185.0,A5
251.0,97_143
150.0,135_252
59.0,191_301
134.0,153_195
57.0,282_306
0.0,252_329
