116.0,184_208
71.0,A54
67.0,144_275
138.0,3_191
66.0,232_281
65.0,70_174
95.0,166_175
65.0,234_285
72.0,A84
60.0,87_283
79.0,253_266
66.0,101_251
76.0,84_274
51.0,21_269
93.0,92_273
54.0,9_259
143.0,116_216
71.0,96_249
75.0,249_256
89.0,211_241
61.0,89_143
33.0,259_282
70.0,58_124
0.0,234_298
53.0,181_252
149.0,191_218
114.0,240_277
0.0,251_292
36.0,32_286
82.0,226_265
0.0,282_294
91.0,221_268
89.0,213_226
57.0,186_217
37.0,A32
48.0,187_228
88.0,61_194
34.0,155_257
76.0,A87
131.0,92_116
61.0,254_287
47.0,36_119
85.0,86_272
122.0,A86
74.0,35_213
49.0,A33
86.0,87_262
128.0,140_183
82.0,209_246
146.0,116_233
45.0,119_289
76.0,224_239
83.0,198_284
71.0,178_209
76.0,234_264
66.0,53_117
89.0,194_234
45.0,A17
73.0,128_247
132.0,175_220
81.0,163_271
45.0,33_278
0.0,173_290
49.0,139_173
73.0,0_144
110.0,136_204
88.0,225_232
58.0,A89
83.0,87_231
53.0,74_181
53.0,194_280
75.0,247_263
111.0,29_198
110.0,78_184
0.0,144_296
26.0,A59
43.0,125_157
0.0,241_295
32.0,135_160
0.0,6_297
0.0,198_291
174.0,203_245
81.0,54_253
41.0,A21
114.0,A92
79.0,29_136
112.0,184_258
26.0,A44
90.0,149_221
76.0,84_163
88.0,246_254
73.0,88_103
34.0,8_145
158.0,216_255
148.0,255_279
0.0,33_293
143.0,170_201
97.0,191_288
36.0,A6
0.0,273_299
