from , to, time
246_254,246_254,50000.0
246_254,254_323,50000.0
3_191,3_191,50000.0
3_191,218_306,50000.0
3_191,191_218,50000.0
54_253,54_253,50000.0
264_333,264_333,50000.0
264_333,234_264,50000.0
249_342,249_342,50000.0
249_342,96_249,50000.0
A59,A59,50000.0
272_303,272_303,50000.0
272_303,86_304,50000.0
272_303,303_330,50000.0
36_119,36_119,50000.0
282_294,282_294,50000.0
282_294,294_343,50000.0
291_348,291_348,50000.0
291_348,198_291,50000.0
291_348,29_198,50000.0
297_325,297_325,50000.0
297_325,6_297,50000.0
280_319,280_319,50000.0
280_319,61_194,50000.0
280_319,194_280,50000.0
280_319,194_234,50000.0
163_271,163_271,50000.0
163_271,84_163,50000.0
163_271,84_274,50000.0
33_278,33_278,50000.0
289_315,289_315,50000.0
289_315,119_334,50000.0
289_315,119_289,50000.0
44_311,44_311,50000.0
44_311,311_338,50000.0
44_311,A44,50000.0
187_228,187_228,50000.0
187_228,228_328,50000.0
221_268,221_268,50000.0
221_268,103_336,50000.0
221_268,88_103,50000.0
221_268,149_221,50000.0
221_268,221_332,50000.0
89_143,89_143,50000.0
89_143,A89,50000.0
89_143,143_340,50000.0
251_292,251_292,50000.0
251_292,53_117,50000.0
A92,A92,50000.0
A92,92_116,50000.0
A92,216_305,50000.0
A92,305_349,50000.0
86_304,272_303,50000.0
86_304,86_304,50000.0
86_304,303_330,50000.0
155_257,155_257,50000.0
155_257,257_347,50000.0
119_334,289_315,50000.0
119_334,119_334,50000.0
32_286,32_286,50000.0
32_286,A32,50000.0
61_194,280_319,50000.0
61_194,61_194,50000.0
61_194,194_280,50000.0
61_194,194_234,50000.0
116_233,116_233,50000.0
116_233,116_216,50000.0
116_233,216_345,50000.0
119_289,289_315,50000.0
119_289,119_289,50000.0
247_309,247_309,50000.0
247_309,309_312,50000.0
247_309,247_263,50000.0
247_309,263_346,50000.0
254_287,254_287,50000.0
198_291,291_348,50000.0
198_291,198_291,50000.0
198_291,29_198,50000.0
128_247,128_247,50000.0
194_280,280_319,50000.0
194_280,61_194,50000.0
194_280,194_280,50000.0
21_341,21_341,50000.0
21_341,A21,50000.0
303_330,272_303,50000.0
303_330,86_304,50000.0
303_330,303_330,50000.0
209_322,209_322,50000.0
186_217,186_217,50000.0
203_245,203_245,50000.0
194_234,280_319,50000.0
194_234,61_194,50000.0
194_234,194_234,50000.0
194_234,264_317,50000.0
194_234,234_264,50000.0
144_275,144_275,50000.0
144_275,144_296,50000.0
A21,21_341,50000.0
A21,A21,50000.0
316_344,316_344,50000.0
316_344,140_183,50000.0
316_344,183_316,50000.0
A89,89_143,50000.0
A89,A89,50000.0
A89,143_340,50000.0
116_216,116_233,50000.0
116_216,116_216,50000.0
116_216,216_345,50000.0
181_335,181_335,50000.0
294_343,282_294,50000.0
294_343,294_343,50000.0
103_336,221_268,50000.0
103_336,103_336,50000.0
103_336,88_103,50000.0
103_336,221_332,50000.0
309_312,247_309,50000.0
309_312,309_312,50000.0
309_312,247_263,50000.0
309_312,263_346,50000.0
21_307,21_307,50000.0
21_307,21_269,50000.0
140_183,316_344,50000.0
140_183,140_183,50000.0
140_183,183_316,50000.0
21_269,21_307,50000.0
21_269,21_269,50000.0
178_209,178_209,50000.0
255_279,255_279,50000.0
84_163,163_271,50000.0
84_163,84_163,50000.0
84_163,84_274,50000.0
257_339,257_339,50000.0
228_328,187_228,50000.0
228_328,228_328,50000.0
257_347,155_257,50000.0
257_347,257_347,50000.0
247_263,247_309,50000.0
247_263,309_312,50000.0
247_263,247_263,50000.0
247_263,263_346,50000.0
234_298,234_298,50000.0
234_298,234_301,50000.0
234_298,234_285,50000.0
263_346,247_309,50000.0
263_346,309_312,50000.0
263_346,247_263,50000.0
263_346,263_346,50000.0
144_296,144_275,50000.0
144_296,144_296,50000.0
234_331,234_331,50000.0
84_274,163_271,50000.0
84_274,84_163,50000.0
84_274,84_274,50000.0
119_326,119_326,50000.0
264_317,194_234,50000.0
264_317,264_317,50000.0
264_317,234_264,50000.0
234_301,234_298,50000.0
234_301,234_301,50000.0
234_301,234_285,50000.0
6_297,297_325,50000.0
6_297,6_297,50000.0
29_198,291_348,50000.0
29_198,198_291,50000.0
29_198,29_198,50000.0
96_249,249_342,50000.0
96_249,96_249,50000.0
53_117,251_292,50000.0
53_117,53_117,50000.0
92_116,A92,50000.0
92_116,92_116,50000.0
92_116,216_305,50000.0
92_116,305_349,50000.0
311_338,44_311,50000.0
311_338,311_338,50000.0
311_338,A44,50000.0
225_232,225_232,50000.0
225_232,211_241,50000.0
139_173,139_173,50000.0
254_323,246_254,50000.0
254_323,254_323,50000.0
234_264,264_333,50000.0
234_264,194_234,50000.0
234_264,264_317,50000.0
234_264,234_264,50000.0
33_293,33_293,50000.0
234_285,234_298,50000.0
234_285,234_301,50000.0
234_285,234_285,50000.0
218_306,3_191,50000.0
218_306,218_306,50000.0
218_306,191_218,50000.0
191_218,3_191,50000.0
191_218,218_306,50000.0
191_218,191_218,50000.0
88_103,221_268,50000.0
88_103,103_336,50000.0
88_103,88_103,50000.0
88_103,149_221,50000.0
88_103,221_332,50000.0
184_258,184_258,50000.0
183_316,316_344,50000.0
183_316,140_183,50000.0
183_316,183_316,50000.0
299_324,299_324,50000.0
299_324,273_299,50000.0
226_265,226_265,50000.0
145_321,145_321,50000.0
271_308,271_308,50000.0
149_221,221_268,50000.0
149_221,88_103,50000.0
149_221,149_221,50000.0
149_221,221_332,50000.0
84_314,84_314,50000.0
A17,A17,50000.0
221_332,221_268,50000.0
221_332,103_336,50000.0
221_332,88_103,50000.0
221_332,149_221,50000.0
221_332,221_332,50000.0
A44,44_311,50000.0
A44,311_338,50000.0
A44,A44,50000.0
211_241,225_232,50000.0
211_241,211_241,50000.0
143_340,89_143,50000.0
143_340,A89,50000.0
143_340,143_340,50000.0
216_345,116_233,50000.0
216_345,116_216,50000.0
216_345,216_345,50000.0
A32,32_286,50000.0
A32,A32,50000.0
A33,A33,50000.0
216_305,A92,50000.0
216_305,92_116,50000.0
216_305,216_305,50000.0
216_305,305_349,50000.0
273_299,299_324,50000.0
273_299,273_299,50000.0
305_349,A92,50000.0
305_349,92_116,50000.0
305_349,216_305,50000.0
305_349,305_349,50000.0
