from , to, time
129_140,129_140,26000.0
129_140,140_229,26000.0
96_203,96_203,26000.0
96_203,203_215,26000.0
96_203,A96,26000.0
96_203,96_156,26000.0
54_179,54_179,26000.0
54_179,A54,26000.0
54_179,54_226,26000.0
141_197,141_197,26000.0
179_211,179_211,26000.0
167_178,167_178,26000.0
139_159,139_159,26000.0
139_159,159_222,26000.0
51_193,51_193,26000.0
178_216,178_216,26000.0
A92,A92,26000.0
102_223,102_223,26000.0
102_223,102_207,26000.0
102_223,99_102,26000.0
102_223,207_224,26000.0
87_204,87_204,26000.0
87_204,A87,26000.0
158_174,158_174,26000.0
158_174,31_158,26000.0
61_181,61_181,26000.0
61_181,181_225,26000.0
A56,A56,26000.0
A56,56_185,26000.0
85_150,85_150,26000.0
85_150,189_200,26000.0
85_150,200_221,26000.0
A59,A59,26000.0
189_200,85_150,26000.0
189_200,189_200,26000.0
189_200,200_221,26000.0
A78,A78,26000.0
122_228,122_228,26000.0
122_228,11_118,26000.0
122_228,118_192,26000.0
122_228,104_122,26000.0
122_228,A11,26000.0
115_123,115_123,26000.0
A23,A23,26000.0
126_180,126_180,26000.0
126_180,14_126,26000.0
61_155,61_155,26000.0
61_155,155_168,26000.0
A30,A30,26000.0
A30,135_147,26000.0
A30,135_186,26000.0
A9,A9,26000.0
A76,A76,26000.0
A76,108_113,26000.0
181_225,61_181,26000.0
181_225,181_225,26000.0
108_113,A76,26000.0
108_113,108_113,26000.0
102_207,102_223,26000.0
102_207,102_207,26000.0
102_207,99_102,26000.0
102_207,207_224,26000.0
99_102,102_223,26000.0
99_102,102_207,26000.0
99_102,99_102,26000.0
99_102,207_224,26000.0
A85,A85,26000.0
A85,85_184,26000.0
203_215,96_203,26000.0
203_215,203_215,26000.0
203_215,A96,26000.0
203_215,96_156,26000.0
162_191,162_191,26000.0
85_184,A85,26000.0
85_184,85_184,26000.0
A28,A28,26000.0
112_198,112_198,26000.0
112_198,56_112,26000.0
170_219,170_219,26000.0
11_118,122_228,26000.0
11_118,11_118,26000.0
11_118,118_192,26000.0
11_118,104_122,26000.0
11_118,A11,26000.0
A96,96_203,26000.0
A96,203_215,26000.0
A96,A96,26000.0
A96,96_156,26000.0
135_147,A30,26000.0
135_147,135_147,26000.0
135_147,135_186,26000.0
118_192,122_228,26000.0
118_192,11_118,26000.0
118_192,118_192,26000.0
118_192,104_122,26000.0
118_192,A11,26000.0
45_142,45_142,26000.0
45_142,142_210,26000.0
117_141,117_141,26000.0
117_141,49_117,26000.0
87_195,87_195,26000.0
87_195,A87,26000.0
122_218,122_218,26000.0
A4,A4,26000.0
15_201,15_201,26000.0
155_168,61_155,26000.0
155_168,155_168,26000.0
A50,A50,26000.0
49_117,117_141,26000.0
49_117,49_117,26000.0
A81,A81,26000.0
A81,81_166,26000.0
38_190,38_190,26000.0
38_190,38_124,26000.0
A6,A6,26000.0
A6,6_227,26000.0
149_163,149_163,26000.0
149_163,163_220,26000.0
149_163,163_214,26000.0
163_220,149_163,26000.0
163_220,163_220,26000.0
163_220,163_214,26000.0
26_212,26_212,26000.0
26_212,A26,26000.0
34_121,34_121,26000.0
A87,87_204,26000.0
A87,87_195,26000.0
A87,A87,26000.0
159_182,159_182,26000.0
159_182,182_209,26000.0
201_217,201_217,26000.0
A41,A41,26000.0
142_210,45_142,26000.0
142_210,142_210,26000.0
20_205,20_205,26000.0
20_205,A20,26000.0
182_209,159_182,26000.0
182_209,182_209,26000.0
38_124,38_190,26000.0
38_124,38_124,26000.0
135_186,A30,26000.0
135_186,135_147,26000.0
135_186,135_186,26000.0
63_152,63_152,26000.0
A5,A5,26000.0
56_112,112_198,26000.0
56_112,56_112,26000.0
A54,54_179,26000.0
A54,A54,26000.0
A54,54_226,26000.0
54_226,54_179,26000.0
54_226,A54,26000.0
54_226,54_226,26000.0
A29,A29,26000.0
104_122,122_228,26000.0
104_122,11_118,26000.0
104_122,118_192,26000.0
104_122,104_122,26000.0
104_122,A11,26000.0
14_126,126_180,26000.0
14_126,14_126,26000.0
96_156,96_203,26000.0
96_156,203_215,26000.0
96_156,A96,26000.0
96_156,96_156,26000.0
15_149,15_149,26000.0
81_166,A81,26000.0
81_166,81_166,26000.0
A25,A25,26000.0
A26,26_212,26000.0
A26,A26,26000.0
159_222,139_159,26000.0
159_222,159_222,26000.0
207_224,102_223,26000.0
207_224,102_207,26000.0
207_224,99_102,26000.0
207_224,207_224,26000.0
170_202,170_202,26000.0
170_202,19_170,26000.0
A94,A94,26000.0
200_221,85_150,26000.0
200_221,189_200,26000.0
200_221,200_221,26000.0
31_158,158_174,26000.0
31_158,31_158,26000.0
186_208,186_208,26000.0
19_170,170_202,26000.0
19_170,19_170,26000.0
69_165,69_165,26000.0
6_227,A6,26000.0
6_227,6_227,26000.0
156_213,156_213,26000.0
163_214,149_163,26000.0
163_214,163_220,26000.0
163_214,163_214,26000.0
56_185,A56,26000.0
56_185,56_185,26000.0
A11,122_228,26000.0
A11,11_118,26000.0
A11,118_192,26000.0
A11,104_122,26000.0
A11,A11,26000.0
84_110,84_110,26000.0
A88,A88,26000.0
18_109,18_109,26000.0
A55,A55,26000.0
A20,20_205,26000.0
A20,A20,26000.0
140_229,129_140,26000.0
140_229,140_229,26000.0
