from , to, time
81_166,81_166,20000.0
81_166,A81,20000.0
54_179,54_179,20000.0
54_179,A54,20000.0
61_181,61_181,20000.0
118_192,118_192,20000.0
118_192,104_122,20000.0
118_192,11_118,20000.0
118_192,A11,20000.0
A87,A87,20000.0
A87,87_195,20000.0
141_197,141_197,20000.0
141_197,139_159,20000.0
141_197,49_117,20000.0
141_197,117_141,20000.0
104_122,118_192,20000.0
104_122,104_122,20000.0
104_122,11_118,20000.0
104_122,A11,20000.0
158_174,158_174,20000.0
158_174,31_158,20000.0
A96,A96,20000.0
A96,96_156,20000.0
139_159,141_197,20000.0
139_159,139_159,20000.0
139_159,49_117,20000.0
139_159,117_141,20000.0
59_167,59_167,20000.0
59_167,167_178,20000.0
59_167,167_188,20000.0
11_118,118_192,20000.0
11_118,104_122,20000.0
11_118,11_118,20000.0
11_118,A11,20000.0
34_121,34_121,20000.0
34_121,121_130,20000.0
A48,A48,20000.0
A48,48_183,20000.0
A48,183_196,20000.0
A50,A50,20000.0
A50,50_187,20000.0
48_183,A48,20000.0
48_183,48_183,20000.0
48_183,183_196,20000.0
56_185,56_185,20000.0
56_185,A56,20000.0
108_113,108_113,20000.0
108_113,A76,20000.0
162_191,162_191,20000.0
162_191,71_162,20000.0
162_191,A71,20000.0
A19,A19,20000.0
A19,19_194,20000.0
A19,19_170,20000.0
94_106,94_106,20000.0
159_182,159_182,20000.0
112_198,112_198,20000.0
112_198,56_112,20000.0
112_198,112_120,20000.0
A59,A59,20000.0
14_126,14_126,20000.0
14_126,126_180,20000.0
63_152,63_152,20000.0
63_152,A63,20000.0
A78,A78,20000.0
56_112,112_198,20000.0
56_112,56_112,20000.0
56_112,112_120,20000.0
49_117,141_197,20000.0
49_117,139_159,20000.0
49_117,49_117,20000.0
49_117,117_141,20000.0
117_141,141_197,20000.0
117_141,139_159,20000.0
117_141,49_117,20000.0
117_141,117_141,20000.0
A56,56_185,20000.0
A56,A56,20000.0
38_190,38_190,20000.0
38_190,38_124,20000.0
38_190,A38,20000.0
61_155,61_155,20000.0
61_155,155_168,20000.0
85_150,85_150,20000.0
85_150,150_189,20000.0
A41,A41,20000.0
149_163,149_163,20000.0
149_163,15_149,20000.0
149_163,A15,20000.0
129_140,129_140,20000.0
A33,A33,20000.0
A55,A55,20000.0
A55,55_199,20000.0
71_162,162_191,20000.0
71_162,71_162,20000.0
71_162,A71,20000.0
38_124,38_190,20000.0
38_124,38_124,20000.0
38_124,A38,20000.0
A5,A5,20000.0
A5,5_171,20000.0
85_184,85_184,20000.0
85_184,A85,20000.0
183_196,A48,20000.0
183_196,48_183,20000.0
183_196,183_196,20000.0
96_156,A96,20000.0
96_156,96_156,20000.0
69_165,69_165,20000.0
15_149,149_163,20000.0
15_149,15_149,20000.0
15_149,A15,20000.0
A38,38_190,20000.0
A38,38_124,20000.0
A38,A38,20000.0
A37,A37,20000.0
126_180,14_126,20000.0
126_180,126_180,20000.0
A26,A26,20000.0
19_194,A19,20000.0
19_194,19_194,20000.0
19_194,19_170,20000.0
A85,85_184,20000.0
A85,A85,20000.0
18_109,18_109,20000.0
A54,54_179,20000.0
A54,A54,20000.0
155_168,61_155,20000.0
155_168,155_168,20000.0
A15,149_163,20000.0
A15,15_149,20000.0
A15,A15,20000.0
139_148,139_148,20000.0
135_147,135_147,20000.0
135_147,A30,20000.0
135_147,135_186,20000.0
24_114,24_114,20000.0
A20,A20,20000.0
5_171,A5,20000.0
5_171,5_171,20000.0
A25,A25,20000.0
45_142,45_142,20000.0
A30,135_147,20000.0
A30,A30,20000.0
A30,135_186,20000.0
A71,162_191,20000.0
A71,71_162,20000.0
A71,A71,20000.0
28_151,28_151,20000.0
28_151,A28,20000.0
115_123,115_123,20000.0
84_110,84_110,20000.0
A92,A92,20000.0
A81,81_166,20000.0
A81,A81,20000.0
167_178,59_167,20000.0
167_178,167_178,20000.0
167_178,167_188,20000.0
2_132,2_132,20000.0
A4,A4,20000.0
A11,118_192,20000.0
A11,104_122,20000.0
A11,11_118,20000.0
A11,A11,20000.0
A9,A9,20000.0
135_186,135_147,20000.0
135_186,A30,20000.0
135_186,135_186,20000.0
A29,A29,20000.0
99_102,99_102,20000.0
19_170,A19,20000.0
19_170,19_194,20000.0
19_170,19_170,20000.0
A61,A61,20000.0
A94,A94,20000.0
A94,94_157,20000.0
A6,A6,20000.0
A28,28_151,20000.0
A28,A28,20000.0
51_193,51_193,20000.0
51_193,A51,20000.0
A51,51_193,20000.0
A51,A51,20000.0
A63,63_152,20000.0
A63,A63,20000.0
94_157,A94,20000.0
94_157,94_157,20000.0
87_195,A87,20000.0
87_195,87_195,20000.0
50_187,A50,20000.0
50_187,50_187,20000.0
A88,A88,20000.0
A23,A23,20000.0
A76,108_113,20000.0
A76,A76,20000.0
112_120,112_198,20000.0
112_120,56_112,20000.0
112_120,112_120,20000.0
16_134,16_134,20000.0
167_188,59_167,20000.0
167_188,167_178,20000.0
167_188,167_188,20000.0
31_158,158_174,20000.0
31_158,31_158,20000.0
150_189,85_150,20000.0
150_189,150_189,20000.0
121_130,34_121,20000.0
121_130,121_130,20000.0
55_199,A55,20000.0
55_199,55_199,20000.0
