from , to, time
151_161,151_161,14000.0
151_161,A28,14000.0
151_161,28_151,14000.0
A80,A80,14000.0
30_129,30_129,14000.0
30_129,129_140,14000.0
A96,A96,14000.0
A96,96_156,14000.0
15_149,15_149,14000.0
15_149,A15,14000.0
15_149,149_163,14000.0
117_141,117_141,14000.0
A61,A61,14000.0
A61,155_168,14000.0
A61,61_155,14000.0
148_164,148_164,14000.0
148_164,139_148,14000.0
A21,A21,14000.0
A5,A5,14000.0
121_130,121_130,14000.0
121_130,34_121,14000.0
A26,A26,14000.0
A33,A33,14000.0
A54,A54,14000.0
A15,15_149,14000.0
A15,A15,14000.0
A15,149_163,14000.0
30_135,30_135,14000.0
30_135,A30,14000.0
18_109,18_109,14000.0
A76,A76,14000.0
A76,108_113,14000.0
A50,A50,14000.0
85_150,85_150,14000.0
85_150,A85,14000.0
A41,A41,14000.0
2_132,2_132,14000.0
108_113,A76,14000.0
108_113,108_113,14000.0
A81,A81,14000.0
A81,81_166,14000.0
A44,A44,14000.0
84_110,84_110,14000.0
84_110,A84,14000.0
A94,A94,14000.0
A94,94_157,14000.0
A12,A12,14000.0
A59,A59,14000.0
A59,59_167,14000.0
A71,A71,14000.0
A71,71_162,14000.0
A63,A63,14000.0
A63,63_152,14000.0
A51,A51,14000.0
104_122,104_122,14000.0
104_122,A11,14000.0
104_122,11_104,14000.0
104_122,104_160,14000.0
104_122,11_169,14000.0
99_102,99_102,14000.0
99_102,A99,14000.0
A11,104_122,14000.0
A11,A11,14000.0
A11,11_104,14000.0
A11,104_160,14000.0
A11,11_169,14000.0
149_163,15_149,14000.0
149_163,A15,14000.0
149_163,149_163,14000.0
129_140,30_129,14000.0
129_140,129_140,14000.0
A87,A87,14000.0
45_154,45_154,14000.0
45_154,A45,14000.0
122_137,122_137,14000.0
71_162,A71,14000.0
71_162,71_162,14000.0
31_158,31_158,14000.0
31_158,A31,14000.0
A79,A79,14000.0
56_127,56_127,14000.0
56_127,A56,14000.0
139_148,148_164,14000.0
139_148,139_148,14000.0
14_126,14_126,14000.0
14_126,A14,14000.0
94_106,94_106,14000.0
A20,A20,14000.0
11_104,104_122,14000.0
11_104,A11,14000.0
11_104,11_104,14000.0
11_104,104_160,14000.0
11_104,11_169,14000.0
A6,A6,14000.0
16_134,16_134,14000.0
A38,A38,14000.0
A38,38_124,14000.0
115_123,115_123,14000.0
A84,84_110,14000.0
A84,A84,14000.0
11_118,11_118,14000.0
11_118,118_153,14000.0
A85,85_150,14000.0
A85,A85,14000.0
A28,151_161,14000.0
A28,A28,14000.0
A28,28_151,14000.0
96_156,A96,14000.0
96_156,96_156,14000.0
A78,A78,14000.0
A92,A92,14000.0
118_153,11_118,14000.0
118_153,118_153,14000.0
155_168,A61,14000.0
155_168,155_168,14000.0
155_168,61_155,14000.0
28_151,151_161,14000.0
28_151,A28,14000.0
28_151,28_151,14000.0
24_114,24_114,14000.0
A9,A9,14000.0
139_159,139_159,14000.0
56_112,56_112,14000.0
56_112,112_120,14000.0
69_165,69_165,14000.0
69_165,A69,14000.0
34_121,121_130,14000.0
34_121,34_121,14000.0
81_166,A81,14000.0
81_166,81_166,14000.0
A48,A48,14000.0
A45,45_154,14000.0
A45,A45,14000.0
49_117,49_117,14000.0
49_117,117_139,14000.0
135_147,135_147,14000.0
A31,31_158,14000.0
A31,A31,14000.0
A35,A35,14000.0
117_139,49_117,14000.0
117_139,117_139,14000.0
A25,A25,14000.0
63_152,A63,14000.0
63_152,63_152,14000.0
45_142,45_142,14000.0
94_157,A94,14000.0
94_157,94_157,14000.0
38_124,A38,14000.0
38_124,38_124,14000.0
A23,A23,14000.0
A55,A55,14000.0
A19,A19,14000.0
A30,30_135,14000.0
A30,A30,14000.0
104_160,104_122,14000.0
104_160,A11,14000.0
104_160,11_104,14000.0
104_160,104_160,14000.0
104_160,11_169,14000.0
A69,69_165,14000.0
A69,A69,14000.0
A99,99_102,14000.0
A99,A99,14000.0
34_116,34_116,14000.0
A14,14_126,14000.0
A14,A14,14000.0
A56,56_127,14000.0
A56,A56,14000.0
A29,A29,14000.0
A88,A88,14000.0
61_155,A61,14000.0
61_155,155_168,14000.0
61_155,61_155,14000.0
59_167,A59,14000.0
59_167,59_167,14000.0
112_120,56_112,14000.0
112_120,112_120,14000.0
A37,A37,14000.0
A4,A4,14000.0
11_169,104_122,14000.0
11_169,A11,14000.0
11_169,11_104,14000.0
11_169,104_160,14000.0
11_169,11_169,14000.0
