from , to, time
A66,A66,8000.0
A30,A30,8000.0
A30,30_138,8000.0
88_128,88_128,8000.0
88_128,88_118,8000.0
88_128,A88,8000.0
A99,A99,8000.0
A99,100_133,8000.0
A99,99_100,8000.0
A62,A62,8000.0
A50,A50,8000.0
A60,A60,8000.0
A60,60_131,8000.0
A27,A27,8000.0
A8,A8,8000.0
118_123,118_123,8000.0
118_123,88_118,8000.0
118_123,A88,8000.0
A86,A86,8000.0
A86,86_130,8000.0
35_114,35_114,8000.0
35_114,114_137,8000.0
A31,A31,8000.0
7_102,7_102,8000.0
7_102,A7,8000.0
7_102,7_135,8000.0
60_131,A60,8000.0
60_131,60_131,8000.0
A22,A22,8000.0
A53,A53,8000.0
A15,A15,8000.0
86_130,A86,8000.0
86_130,86_130,8000.0
A7,7_102,8000.0
A7,A7,8000.0
A7,7_135,8000.0
A54,A54,8000.0
A52,A52,8000.0
A47,A47,8000.0
A47,47_104,8000.0
32_136,32_136,8000.0
32_136,A32,8000.0
A4,A4,8000.0
114_137,35_114,8000.0
114_137,114_137,8000.0
A19,A19,8000.0
A19,19_120,8000.0
A43,A43,8000.0
A43,43_129,8000.0
A57,A57,8000.0
45_124,45_124,8000.0
41_126,41_126,8000.0
41_126,A41,8000.0
88_118,88_128,8000.0
88_118,118_123,8000.0
88_118,88_118,8000.0
88_118,A88,8000.0
A12,A12,8000.0
A12,12_132,8000.0
40_105,40_105,8000.0
A87,A87,8000.0
A65,A65,8000.0
A41,41_126,8000.0
A41,A41,8000.0
80_108,80_108,8000.0
80_108,A80,8000.0
A73,A73,8000.0
A73,73_117,8000.0
A36,A36,8000.0
47_104,A47,8000.0
47_104,47_104,8000.0
A88,88_128,8000.0
A88,118_123,8000.0
A88,88_118,8000.0
A88,A88,8000.0
30_138,A30,8000.0
30_138,30_138,8000.0
A6,A6,8000.0
A78,A78,8000.0
A38,A38,8000.0
A59,A59,8000.0
A89,A89,8000.0
A89,89_103,8000.0
A89,89_139,8000.0
A71,A71,8000.0
A32,32_136,8000.0
A32,A32,8000.0
100_133,A99,8000.0
100_133,100_133,8000.0
100_133,99_100,8000.0
A42,A42,8000.0
A49,A49,8000.0
44_134,44_134,8000.0
44_134,A44,8000.0
A80,80_108,8000.0
A80,A80,8000.0
111_127,111_127,8000.0
A56,A56,8000.0
64_112,64_112,8000.0
A17,A17,8000.0
A35,A35,8000.0
A24,A24,8000.0
89_103,A89,8000.0
89_103,89_103,8000.0
89_103,89_139,8000.0
99_100,A99,8000.0
99_100,100_133,8000.0
99_100,99_100,8000.0
A1,A1,8000.0
A1,1_110,8000.0
39_121,39_121,8000.0
A68,A68,8000.0
A51,A51,8000.0
A96,A96,8000.0
A97,A97,8000.0
A34,A34,8000.0
A77,A77,8000.0
A46,A46,8000.0
A74,A74,8000.0
A91,A91,8000.0
74_119,74_119,8000.0
1_110,A1,8000.0
1_110,1_110,8000.0
A58,A58,8000.0
A39,A39,8000.0
A26,A26,8000.0
7_135,7_102,8000.0
7_135,A7,8000.0
7_135,7_135,8000.0
43_129,A43,8000.0
43_129,43_129,8000.0
74_101,74_101,8000.0
A79,A79,8000.0
114_122,114_122,8000.0
A92,A92,8000.0
A44,44_134,8000.0
A44,A44,8000.0
A5,A5,8000.0
A0,A0,8000.0
A95,A95,8000.0
A90,A90,8000.0
73_117,A73,8000.0
73_117,73_117,8000.0
A3,A3,8000.0
A33,A33,8000.0
A20,A20,8000.0
A81,A81,8000.0
A55,A55,8000.0
19_120,A19,8000.0
19_120,19_120,8000.0
A10,A10,8000.0
12_132,A12,8000.0
12_132,12_132,8000.0
89_139,A89,8000.0
89_139,89_103,8000.0
89_139,89_139,8000.0
