from , to, time
A67,A67,8000.0
A42,A42,8000.0
A42,42_126,8000.0
12_105,12_105,8000.0
12_105,105_127,8000.0
12_105,A12,8000.0
A90,A90,8000.0
105_127,12_105,8000.0
105_127,105_127,8000.0
105_127,A12,8000.0
A72,A72,8000.0
A72,72_120,8000.0
A72,72_130,8000.0
A56,A56,8000.0
A87,A87,8000.0
A78,A78,8000.0
A78,78_110,8000.0
A18,A18,8000.0
72_120,A72,8000.0
72_120,72_120,8000.0
72_120,72_130,8000.0
A38,A38,8000.0
A49,A49,8000.0
A74,A74,8000.0
A94,A94,8000.0
98_101,98_101,8000.0
98_101,A98,8000.0
A27,A27,8000.0
A41,A41,8000.0
76_139,76_139,8000.0
76_139,A76,8000.0
A44,A44,8000.0
34_135,34_135,8000.0
34_135,A34,8000.0
A83,A83,8000.0
A17,A17,8000.0
A88,A88,8000.0
A15,A15,8000.0
A48,A48,8000.0
A19,A19,8000.0
36_117,36_117,8000.0
36_117,36_137,8000.0
36_117,117_136,8000.0
36_117,A36,8000.0
A75,A75,8000.0
72_130,A72,8000.0
72_130,72_120,8000.0
72_130,72_130,8000.0
A37,A37,8000.0
A16,A16,8000.0
104_128,104_128,8000.0
104_128,A95,8000.0
104_128,128_134,8000.0
0_115,0_115,8000.0
80_106,80_106,8000.0
80_106,A80,8000.0
A12,12_105,8000.0
A12,105_127,8000.0
A12,A12,8000.0
A40,A40,8000.0
A29,A29,8000.0
A29,29_133,8000.0
78_110,A78,8000.0
78_110,78_110,8000.0
A45,A45,8000.0
A45,45_102,8000.0
A32,A32,8000.0
A93,A93,8000.0
51_111,51_111,8000.0
51_111,111_124,8000.0
36_137,36_117,8000.0
36_137,36_137,8000.0
36_137,117_136,8000.0
36_137,A36,8000.0
A51,A51,8000.0
122_131,122_131,8000.0
122_131,107_114,8000.0
122_131,107_122,8000.0
122_131,53_116,8000.0
111_124,51_111,8000.0
111_124,111_124,8000.0
64_123,64_123,8000.0
64_123,A64,8000.0
64_123,118_121,8000.0
45_102,A45,8000.0
45_102,45_102,8000.0
A53,A53,8000.0
A53,53_107,8000.0
A62,A62,8000.0
A61,A61,8000.0
A64,64_123,8000.0
A64,A64,8000.0
A64,118_121,8000.0
A11,A11,8000.0
A5,A5,8000.0
A95,104_128,8000.0
A95,A95,8000.0
A95,128_134,8000.0
108_118,108_118,8000.0
66_138,66_138,8000.0
66_138,A66,8000.0
A98,98_101,8000.0
A98,A98,8000.0
A22,A22,8000.0
A54,A54,8000.0
A43,A43,8000.0
A43,43_132,8000.0
A35,A35,8000.0
A76,76_139,8000.0
A76,A76,8000.0
A55,A55,8000.0
53_107,A53,8000.0
53_107,53_107,8000.0
A34,34_135,8000.0
A34,A34,8000.0
A1,A1,8000.0
A97,A97,8000.0
A63,A63,8000.0
42_126,A42,8000.0
42_126,42_126,8000.0
A47,A47,8000.0
A47,47_113,8000.0
A59,A59,8000.0
A14,A14,8000.0
A60,A60,8000.0
A84,A84,8000.0
A99,A99,8000.0
117_136,36_117,8000.0
117_136,36_137,8000.0
117_136,117_136,8000.0
117_136,A36,8000.0
107_114,122_131,8000.0
107_114,107_114,8000.0
107_114,107_122,8000.0
107_114,53_116,8000.0
107_122,122_131,8000.0
107_122,107_114,8000.0
107_122,107_122,8000.0
107_122,53_116,8000.0
29_133,A29,8000.0
29_133,29_133,8000.0
A80,80_106,8000.0
A80,A80,8000.0
A36,36_117,8000.0
A36,36_137,8000.0
A36,117_136,8000.0
A36,A36,8000.0
118_121,64_123,8000.0
118_121,A64,8000.0
118_121,118_121,8000.0
A4,A4,8000.0
128_134,104_128,8000.0
128_134,A95,8000.0
128_134,128_134,8000.0
A66,66_138,8000.0
A66,A66,8000.0
A71,A71,8000.0
A3,A3,8000.0
A30,A30,8000.0
53_116,122_131,8000.0
53_116,107_114,8000.0
53_116,107_122,8000.0
53_116,53_116,8000.0
A77,A77,8000.0
A92,A92,8000.0
A20,A20,8000.0
A24,A24,8000.0
43_132,A43,8000.0
43_132,43_132,8000.0
A81,A81,8000.0
47_113,A47,8000.0
47_113,47_113,8000.0
A85,A85,8000.0
A68,A68,8000.0
