from , to, time
242_252,242_252,34000.0
242_252,170_242,34000.0
118_123,118_123,34000.0
118_123,88_128,34000.0
A47,A47,34000.0
209_236,209_236,34000.0
7_220,7_220,34000.0
130_238,130_238,34000.0
130_238,86_130,34000.0
130_238,130_268,34000.0
253_261,253_261,34000.0
253_261,191_253,34000.0
32_136,32_136,34000.0
196_216,196_216,34000.0
196_216,216_223,34000.0
A91,A91,34000.0
A91,91_269,34000.0
239_264,239_264,34000.0
239_264,208_239,34000.0
239_264,55_208,34000.0
A30,A30,34000.0
209_244,209_244,34000.0
59_180,59_180,34000.0
59_180,A59,34000.0
216_223,196_216,34000.0
216_223,216_223,34000.0
208_239,239_264,34000.0
208_239,208_239,34000.0
208_239,55_208,34000.0
110_147,110_147,34000.0
110_147,147_237,34000.0
110_147,237_267,34000.0
169_186,169_186,34000.0
20_197,20_197,34000.0
27_201,27_201,34000.0
A17,A17,34000.0
132_175,132_175,34000.0
132_175,175_259,34000.0
A20,A20,34000.0
A20,20_233,34000.0
175_259,132_175,34000.0
175_259,175_259,34000.0
154_249,154_249,34000.0
137_245,137_245,34000.0
96_227,96_227,34000.0
A97,A97,34000.0
A58,A58,34000.0
195_262,195_262,34000.0
195_262,38_195,34000.0
134_211,134_211,34000.0
134_211,211_266,34000.0
A99,A99,34000.0
89_139,89_139,34000.0
89_139,A89,34000.0
167_219,167_219,34000.0
167_219,219_265,34000.0
A56,A56,34000.0
217_229,217_229,34000.0
219_265,167_219,34000.0
219_265,219_265,34000.0
80_258,80_258,34000.0
80_258,A80,34000.0
3_145,3_145,34000.0
3_145,145_260,34000.0
3_145,145_254,34000.0
38_246,38_246,34000.0
225_248,225_248,34000.0
215_241,215_241,34000.0
86_130,130_238,34000.0
86_130,86_130,34000.0
86_130,130_268,34000.0
225_255,225_255,34000.0
225_255,17_225,34000.0
A51,A51,34000.0
114_137,114_137,34000.0
126_187,126_187,34000.0
145_260,3_145,34000.0
145_260,145_260,34000.0
145_260,145_254,34000.0
90_243,90_243,34000.0
A59,59_180,34000.0
A59,A59,34000.0
215_234,215_234,34000.0
126_217,126_217,34000.0
32_206,32_206,34000.0
A32,A32,34000.0
A60,A60,34000.0
38_195,195_262,34000.0
38_195,38_195,34000.0
145_254,3_145,34000.0
145_254,145_260,34000.0
145_254,145_254,34000.0
170_226,170_226,34000.0
170_226,146_170,34000.0
239_256,239_256,34000.0
A12,A12,34000.0
250_263,250_263,34000.0
250_263,246_250,34000.0
191_253,253_261,34000.0
191_253,191_253,34000.0
120_204,120_204,34000.0
192_215,192_215,34000.0
168_230,168_230,34000.0
246_250,250_263,34000.0
246_250,246_250,34000.0
182_251,182_251,34000.0
105_205,105_205,34000.0
20_233,A20,34000.0
20_233,20_233,34000.0
A89,89_139,34000.0
A89,A89,34000.0
170_242,242_252,34000.0
170_242,170_242,34000.0
215_257,215_257,34000.0
A68,A68,34000.0
139_157,139_157,34000.0
117_168,117_168,34000.0
44_179,44_179,34000.0
44_179,A44,34000.0
207_235,207_235,34000.0
A80,80_258,34000.0
A80,A80,34000.0
44_189,44_189,34000.0
146_170,170_226,34000.0
146_170,146_170,34000.0
A73,A73,34000.0
55_208,239_264,34000.0
55_208,208_239,34000.0
55_208,55_208,34000.0
88_128,118_123,34000.0
88_128,88_128,34000.0
130_268,130_238,34000.0
130_268,86_130,34000.0
130_268,130_268,34000.0
17_225,225_255,34000.0
17_225,17_225,34000.0
181_203,181_203,34000.0
216_240,216_240,34000.0
126_232,126_232,34000.0
A90,A90,34000.0
64_112,64_112,34000.0
147_237,110_147,34000.0
147_237,147_237,34000.0
147_237,237_267,34000.0
237_267,110_147,34000.0
237_267,147_237,34000.0
237_267,237_267,34000.0
54_178,54_178,34000.0
43_151,43_151,34000.0
114_122,114_122,34000.0
68_247,68_247,34000.0
167_200,167_200,34000.0
A44,44_179,34000.0
A44,A44,34000.0
211_266,134_211,34000.0
211_266,211_266,34000.0
91_269,A91,34000.0
91_269,91_269,34000.0
