from , to, time
A89,A89,38000.0
91_274,91_274,38000.0
91_274,A91,38000.0
91_274,91_282,38000.0
167_200,167_200,38000.0
195_262,195_262,38000.0
195_262,38_195,38000.0
145_260,145_260,38000.0
208_239,208_239,38000.0
208_239,55_208,38000.0
208_239,239_286,38000.0
A17,A17,38000.0
A17,17_225,38000.0
97_288,97_288,38000.0
97_288,A97,38000.0
134_211,134_211,38000.0
134_211,211_266,38000.0
250_263,250_263,38000.0
250_263,263_281,38000.0
256_277,256_277,38000.0
68_247,68_247,38000.0
239_264,239_264,38000.0
239_264,264_283,38000.0
90_243,90_243,38000.0
90_243,A90,38000.0
154_249,154_249,38000.0
154_249,A58,38000.0
38_195,195_262,38000.0
38_195,38_195,38000.0
58_278,58_278,38000.0
A68,A68,38000.0
A47,A47,38000.0
20_197,20_197,38000.0
20_197,20_233,38000.0
192_215,192_215,38000.0
192_215,215_257,38000.0
17_225,A17,38000.0
17_225,17_225,38000.0
219_265,219_265,38000.0
201_287,201_287,38000.0
201_287,27_201,38000.0
44_189,44_189,38000.0
44_189,189_276,38000.0
44_189,276_285,38000.0
175_259,175_259,38000.0
175_259,132_175,38000.0
182_251,182_251,38000.0
130_238,130_238,38000.0
130_238,86_130,38000.0
A60,A60,38000.0
215_234,215_234,38000.0
215_234,234_289,38000.0
A58,154_249,38000.0
A58,A58,38000.0
211_266,134_211,38000.0
211_266,211_266,38000.0
105_205,105_205,38000.0
237_267,237_267,38000.0
A97,97_288,38000.0
A97,A97,38000.0
44_179,44_179,38000.0
A20,A20,38000.0
130_268,130_268,38000.0
64_112,64_112,38000.0
A90,90_243,38000.0
A90,A90,38000.0
91_269,91_269,38000.0
88_128,88_128,38000.0
88_128,118_123,38000.0
88_128,209_236,38000.0
118_123,88_128,38000.0
118_123,118_123,38000.0
118_123,209_236,38000.0
A91,91_274,38000.0
A91,A91,38000.0
A91,91_282,38000.0
126_217,126_217,38000.0
54_178,54_178,38000.0
86_130,130_238,38000.0
86_130,86_130,38000.0
181_203,181_203,38000.0
132_175,175_259,38000.0
132_175,132_175,38000.0
242_252,242_252,38000.0
242_252,252_280,38000.0
32_206,32_206,38000.0
32_206,A32,38000.0
170_284,170_284,38000.0
170_284,170_226,38000.0
170_284,146_170,38000.0
169_186,169_186,38000.0
262_275,262_275,38000.0
91_282,91_274,38000.0
91_282,A91,38000.0
91_282,91_282,38000.0
43_151,43_151,38000.0
A32,32_206,38000.0
A32,A32,38000.0
126_232,126_232,38000.0
126_232,126_187,38000.0
191_253,191_253,38000.0
247_273,247_273,38000.0
170_226,170_284,38000.0
170_226,170_226,38000.0
170_226,146_170,38000.0
146_170,170_284,38000.0
146_170,170_226,38000.0
146_170,146_170,38000.0
216_223,216_223,38000.0
3_145,3_145,38000.0
80_258,80_258,38000.0
114_137,114_137,38000.0
A30,A30,38000.0
209_236,88_128,38000.0
209_236,118_123,38000.0
209_236,209_236,38000.0
189_276,44_189,38000.0
189_276,189_276,38000.0
189_276,276_285,38000.0
168_230,168_230,38000.0
276_285,44_189,38000.0
276_285,189_276,38000.0
276_285,276_285,38000.0
27_201,201_287,38000.0
27_201,27_201,38000.0
217_279,217_279,38000.0
114_122,114_122,38000.0
196_216,196_216,38000.0
55_208,208_239,38000.0
55_208,55_208,38000.0
55_208,239_286,38000.0
209_244,209_244,38000.0
263_281,250_263,38000.0
263_281,263_281,38000.0
A56,A56,38000.0
110_147,110_147,38000.0
201_270,201_270,38000.0
7_220,7_220,38000.0
20_233,20_197,38000.0
20_233,20_233,38000.0
264_283,239_264,38000.0
264_283,264_283,38000.0
167_219,167_219,38000.0
225_248,225_248,38000.0
215_257,192_215,38000.0
215_257,215_257,38000.0
170_271,170_271,38000.0
59_180,59_180,38000.0
A99,A99,38000.0
126_187,126_232,38000.0
126_187,126_187,38000.0
215_241,215_241,38000.0
239_286,208_239,38000.0
239_286,55_208,38000.0
239_286,239_286,38000.0
A51,A51,38000.0
225_255,225_255,38000.0
96_227,96_227,38000.0
207_235,207_235,38000.0
252_280,242_252,38000.0
252_280,252_280,38000.0
A12,A12,38000.0
234_289,215_234,38000.0
234_289,234_289,38000.0
