24.0,A16
0.0,34_121
24.0,A33
37.0,A25
23.0,A48
28.0,A3
76.0,99_102
55.0,A55
33.0,A81
56.0,31_105
28.0,A68
84.0,24_107
28.0,A1
31.0,A59
23.0,A89
67.0,11_104
36.0,A71
33.0,A12
67.0,A79
22.0,A50
55.0,A21
0.0,112_120
49.0,49_117
30.0,A51
29.0,A44
29.0,A20
0.0,56_127
21.0,A52
24.0,36_103
90.0,A94
31.0,84_110
55.0,11_118
72.0,94_106
54.0,A49
29.0,A88
40.0,21_119
22.0,A28
36.0,18_109
68.0,108_113
41.0,55_101
54.0,A31
32.0,A9
33.0,A2
24.0,A14
21.0,A87
79.0,A99
26.0,A13
37.0,A30
27.0,A45
23.0,A6
34.0,A26
96.0,A76
23.0,A8
52.0,A60
53.0,A34
0.0,85_125
27.0,A54
46.0,A56
30.0,A15
18.0,A80
47.0,A35
39.0,A85
30.0,A90
22.0,A5
30.0,A32
28.0,A47
26.0,A96
40.0,A84
45.0,34_116
25.0,A39
24.0,A78
0.0,9_128
50.0,38_115
23.0,A69
86.0,A24
24.0,A92
21.0,A0
53.0,A38
66.0,A11
29.0,A19
34.0,56_112
25.0,A4
34.0,A63
0.0,38_124
22.0,A46
32.0,A75
0.0,14_126
17.0,A61
17.0,A41
39.0,A65
26.0,A37
23.0,A93
81.0,76_108
0.0,115_123
39.0,A23
23.0,A77
22.0,A29
70.0,24_114
0.0,104_122
0.0,30_129
