from , to, time
A23,A23,32000.0
140_229,140_229,32000.0
140_229,129_140,32000.0
129_140,140_229,32000.0
129_140,129_140,32000.0
A59,A59,32000.0
156_213,156_213,32000.0
156_213,A96,32000.0
156_213,96_203,32000.0
150_237,150_237,32000.0
150_237,85_150,32000.0
150_237,200_250,32000.0
150_237,189_200,32000.0
203_215,203_215,32000.0
87_204,87_204,32000.0
87_204,A87,32000.0
87_204,87_259,32000.0
102_207,102_207,32000.0
102_207,207_224,32000.0
221_232,221_232,32000.0
221_232,200_221,32000.0
135_147,135_147,32000.0
135_147,186_230,32000.0
135_147,135_186,32000.0
135_147,A30,32000.0
135_147,186_257,32000.0
A29,A29,32000.0
142_210,142_210,32000.0
142_210,45_142,32000.0
219_258,219_258,32000.0
219_258,170_219,32000.0
A50,A50,32000.0
56_185,56_185,32000.0
34_121,34_121,32000.0
81_243,81_243,32000.0
85_150,150_237,32000.0
85_150,85_150,32000.0
85_150,200_250,32000.0
85_150,189_200,32000.0
159_182,159_182,32000.0
159_182,182_236,32000.0
159_182,182_242,32000.0
122_254,122_254,32000.0
122_254,A11,32000.0
122_254,104_122,32000.0
15_201,15_201,32000.0
15_201,217_245,32000.0
15_201,201_217,32000.0
87_195,87_195,32000.0
87_195,195_246,32000.0
A11,122_254,32000.0
A11,A11,32000.0
A11,104_122,32000.0
227_253,227_253,32000.0
227_253,A6,32000.0
227_253,6_227,32000.0
A87,87_204,32000.0
A87,A87,32000.0
A87,87_259,32000.0
A92,A92,32000.0
139_159,139_159,32000.0
139_159,117_141,32000.0
102_240,102_240,32000.0
81_231,81_231,32000.0
81_231,A81,32000.0
81_231,81_166,32000.0
211_233,211_233,32000.0
211_233,179_211,32000.0
A4,A4,32000.0
41_234,41_234,32000.0
A96,156_213,32000.0
A96,A96,32000.0
A96,96_203,32000.0
31_158,31_158,32000.0
31_158,158_251,32000.0
159_222,159_222,32000.0
159_222,49_117,32000.0
87_238,87_238,32000.0
87_238,204_248,32000.0
87_238,248_255,32000.0
115_123,115_123,32000.0
117_141,139_159,32000.0
117_141,117_141,32000.0
195_246,87_195,32000.0
195_246,195_246,32000.0
A76,A76,32000.0
A6,227_253,32000.0
A6,A6,32000.0
A6,6_227,32000.0
163_214,163_214,32000.0
163_214,149_163,32000.0
163_214,163_220,32000.0
182_209,182_209,32000.0
96_203,156_213,32000.0
96_203,A96,32000.0
96_203,96_203,32000.0
