from , to, weight, time
51_111,111_174,0.001491061640209869,20000.0
51_111,A51,0.999,20000.0
22_182,A22,0.999,20000.0
A59,59_176,0.0014910616402098692,20000.0
12_105,A5,0.006771519832507093,20000.0
12_105,12_184,0.0012211202275368865,20000.0
12_105,12_179,0.0014910616402098694,20000.0
A42,151_188,0.0012211202275368865,20000.0
A42,126_151,0.00222272833978883,20000.0
151_188,A42,0.9892024761455479,20000.0
151_188,126_151,0.999,20000.0
88_189,A88,0.9990077623354316,20000.0
115_164,A49,0.0012216081521779203,20000.0
115_164,0_115,0.999,20000.0
115_164,49_167,0.0012211202275368876,20000.0
A19,A20,0.007341422612462852,20000.0
A19,19_158,0.0022227283397888323,20000.0
A19,145_166,0.0017550823668377657,20000.0
59_176,A59,0.9990048833935301,20000.0
111_174,51_111,0.999,20000.0
111_174,A51,0.9976259805631221,20000.0
34_135,A34,0.999,20000.0
A34,34_135,0.00331223439034861,20000.0
A20,A19,0.007341422612462852,20000.0
A20,19_158,0.0019139177845945092,20000.0
A24,A11,0.0010988852985303512,20000.0
A24,A87,0.006548504991324929,20000.0
A30,30_186,0.0012211202275368863,20000.0
47_155,A47,0.999,20000.0
53_116,A53,0.9990047839709727,20000.0
53_116,53_107,0.999,20000.0
53_116,A84,0.0028439681522206437,20000.0
53_116,107_114,0.999,20000.0
A78,78_110,0.004933139263020574,20000.0
64_123,123_180,0.0012211202275368865,20000.0
64_123,108_118,0.9974731029835686,20000.0
64_123,118_121,0.9974731029835686,20000.0
64_123,118_170,0.0014880870784243759,20000.0
80_106,106_162,0.0018205676673305378,20000.0
80_106,A80,0.999,20000.0
A29,77_153,0.0020352683531151797,20000.0
A29,A77,0.005446940868477111,20000.0
A53,53_116,0.004933139263020597,20000.0
A53,53_107,0.0060187169626520045,20000.0
A53,A84,0.002837736344552413,20000.0
A53,107_114,0.0049331392630205875,20000.0
A53,84_159,0.0021627852570629325,20000.0
77_153,A29,0.002075678438363225,20000.0
77_153,A77,0.999,20000.0
102_178,45_102,0.9990040877351586,20000.0
102_178,A45,0.8680560825937825,20000.0
A27,27_172,0.0014910616402098694,20000.0
A5,12_105,0.005789849286784565,20000.0
A17,17_169,0.0018205676673305375,20000.0
139_156,156_185,0.0012211202275368863,20000.0
126_151,A42,0.9719694587707932,20000.0
126_151,151_188,0.0012211202275368863,20000.0
123_180,64_123,0.999,20000.0
123_180,108_118,0.9885449876470895,20000.0
123_180,118_121,0.9982005213614066,20000.0
123_180,118_170,0.9975276453386918,20000.0
A49,115_164,0.0012216081521779203,20000.0
A49,A99,0.0032630849793842194,20000.0
A49,0_115,0.001449229000749802,20000.0
A49,49_167,0.0018205676673305371,20000.0
A99,A49,0.0032630849793842194,20000.0
A99,A22,0.0059847142711107765,20000.0
A99,49_167,0.0013724689579968064,20000.0
45_102,102_178,0.0014910616402098694,20000.0
45_102,A45,0.9990018963960884,20000.0
0_115,115_164,0.0018205676673305371,20000.0
0_115,A49,0.001449229000749802,20000.0
0_115,49_167,0.001449229000749802,20000.0
108_118,64_123,0.003970742306112889,20000.0
108_118,123_180,0.0012208763382129683,20000.0
108_118,118_121,0.004042567658282906,20000.0
